product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
5158,moveis_decoracao,46,366,1,9700,45,30,35
2717,fashion_bolsas_e_acessorios,54,1436,1,250,16,2,11
1366,cool_stuff,33,385,2,50,20,6,15
5563,automotivo,57,828,5,1050,30,5,20
20850,informatica_acessorios,40,781,3,50,16,12,11
18611,malas_acessorios,40,856,3,600,16,30,20
28919,pet_shop,57,558,1,850,30,20,30
18289,utilidades_domesticas,59,1043,4,300,16,9,11
27628,beleza_saude,57,614,1,950,35,25,20
26247,eletrodomesticos,52,198,1,100,27,13,17
11060,automotivo,53,2126,1,250,24,18,18
31193,eletroportateis,54,726,5,17600,28,35,50
12949,utilidades_domesticas,58,1719,1,1900,26,26,25
17856,casa_conforto,17,140,1,600,35,36,20
2494,bebes,48,224,2,9400,75,15,50
5197,relogios_presentes,56,407,1,1350,34,8,34
8232,beleza_saude,54,875,1,1050,36,12,22
14467,brinquedos,54,1202,2,500,16,30,16
12025,moveis_decoracao,24,192,2,400,16,26,20
13487,moveis_decoracao,50,634,1,400,70,8,70
2178,automotivo,57,703,6,5950,47,19,23
12662,bebes,59,381,5,450,39,6,27
4938,casa_construcao,39,892,1,288,17,15,15
6969,bebes,57,794,2,100,16,16,16
17919,informatica_acessorios,44,500,1,300,18,9,16
5965,informatica_acessorios,55,3125,3,1400,20,30,20
7305,esporte_lazer,30,500,6,600,30,12,15
10543,perfumaria,35,265,2,200,20,20,11
28583,casa_construcao,59,881,5,600,21,18,21
1184,fashion_bolsas_e_acessorios,28,74,5,200,16,2,11
31621,cama_mesa_banho,47,415,1,303,26,23,23
25335,beleza_saude,30,302,1,382,18,14,14
9822,cama_mesa_banho,53,222,1,650,16,10,16
12817,telefonia,52,1440,2,100,18,5,12
12417,beleza_saude,48,469,2,750,22,8,12
18140,beleza_saude,35,629,3,1200,19,17,15
6544,moveis_decoracao,55,1465,3,150,35,2,25
3699,artes,28,3954,2,7400,47,25,25
26846,beleza_saude,60,919,1,150,22,3,15
7924,utilidades_domesticas,42,506,1,550,16,26,11
31838,utilidades_domesticas,52,374,1,1450,65,5,35
29026,esporte_lazer,38,1449,1,160,17,13,17
18672,cool_stuff,53,177,3,625,30,19,22
28684,cama_mesa_banho,48,734,2,800,16,20,16
32524,beleza_saude,48,3630,2,2300,33,10,16
18673,papelaria,57,322,2,200,24,7,14
6680,informatica_acessorios,42,2828,1,1700,45,25,30
26857,relogios_presentes,56,528,2,292,18,10,15
16466,moveis_decoracao,31,297,1,1000,16,11,11
21393,moveis_decoracao,54,532,1,500,65,7,20
14867,moveis_decoracao,33,650,2,200,19,10,16
19091,moveis_decoracao,60,458,1,1100,30,4,20
22731,perfumaria,12,607,1,300,16,16,16
32736,esporte_lazer,28,538,1,200,16,16,13
30927,cama_mesa_banho,56,406,1,1650,16,10,16
1394,construcao_ferramentas_construcao,40,459,1,250,60,60,11
15587,consoles_games,50,996,1,500,16,13,21
27447,automotivo,58,700,1,100,32,2,24
1830,bebes,54,160,4,467,24,21,22
6232,brinquedos,59,739,3,1100,40,40,33
12907,cama_mesa_banho,59,146,2,1250,34,6,41
6804,utilidades_domesticas,58,953,1,4075,30,26,30
14910,cama_mesa_banho,46,729,1,7700,20,30,30
6073,moveis_decoracao,50,2242,3,300,60,11,11
15443,NA,NA,NA,NA,200,16,2,11
27159,relogios_presentes,52,222,5,300,16,2,11
29329,automotivo,31,729,1,343,19,18,18
27045,esporte_lazer,50,549,1,300,18,8,14
10725,brinquedos,19,220,1,725,31,31,27
10268,casa_construcao,44,100,1,1000,40,30,11
7964,cama_mesa_banho,54,607,1,21500,58,50,49
15833,relogios_presentes,42,236,1,342,18,13,15
19038,bebes,52,300,1,350,31,10,12
791,cama_mesa_banho,56,255,1,1975,43,10,33
29036,papelaria,53,298,1,200,16,6,11
4534,informatica_acessorios,22,716,2,150,39,2,30
10619,informatica_acessorios,53,124,1,600,25,15,15
25157,construcao_ferramentas_construcao,60,175,6,20200,54,20,40
30150,cama_mesa_banho,24,417,1,300,16,12,11
18012,perfumaria,37,431,1,200,20,10,15
5766,moveis_decoracao,39,1200,1,24600,70,67,26
8346,beleza_saude,55,3185,1,2200,23,23,20
25165,informatica_acessorios,60,1242,6,1150,16,13,25
23756,esporte_lazer,42,892,1,1000,30,30,30
15638,NA,NA,NA,NA,200,16,2,11
4359,cama_mesa_banho,48,324,1,1550,37,9,30
3304,esporte_lazer,58,1546,5,6250,48,21,32
23019,moveis_decoracao,41,397,3,6200,62,6,62
28214,esporte_lazer,57,1933,2,30000,88,40,48
31535,automotivo,55,915,1,5888,36,8,24
11423,cama_mesa_banho,53,508,1,400,45,15,35
1901,utilidades_domesticas,60,817,1,50,16,29,11
32606,automotivo,56,1383,2,1000,33,15,30
17503,informatica_acessorios,58,2455,2,350,28,6,20
1774,moveis_decoracao,58,252,1,600,32,17,32
19346,bebes,44,1280,4,7050,51,25,48
23426,telefonia,26,267,2,100,17,5,14
21709,moveis_escritorio,52,2115,1,13650,55,27,55
11233,beleza_saude,28,515,1,250,16,16,11
28228,casa_conforto,55,215,1,350,45,15,35
3189,cama_mesa_banho,54,675,1,1800,30,20,70
10357,papelaria,56,473,2,300,22,70,15
32364,livros_interesse_geral,37,1087,1,600,17,5,28
21982,cama_mesa_banho,54,553,1,594,15,17,24
5844,moveis_decoracao,60,1963,4,1550,69,11,11
29544,perfumaria,57,917,3,300,18,16,17
19692,moveis_decoracao,45,283,1,2050,30,30,20
3581,casa_construcao,58,921,6,1050,16,20,16
3933,brinquedos,55,851,4,1400,35,28,16
2017,cama_mesa_banho,33,190,2,900,40,4,30
31153,automotivo,58,3255,1,100,17,10,15
12865,utilidades_domesticas,49,992,1,550,20,20,20
21646,brinquedos,39,387,1,367,17,13,14
15017,brinquedos,42,193,3,325,31,6,31
9207,bebes,39,609,1,550,40,19,16
5758,utilidades_domesticas,34,124,1,150,27,13,13
3750,utilidades_domesticas,56,402,2,9900,31,61,31
10401,cool_stuff,64,246,3,3600,20,30,20
15118,eletrodomesticos,59,984,1,100,18,8,13
15275,construcao_ferramentas_jardim,55,321,1,600,70,10,11
16654,automotivo,59,891,5,2100,30,25,30
31060,brinquedos,51,960,1,300,17,6,17
6009,esporte_lazer,48,1156,2,400,22,15,22
20741,utilidades_domesticas,50,518,1,900,25,32,25
19709,perfumaria,48,548,1,600,20,12,15
1196,livros_interesse_geral,48,1140,1,1000,16,24,16
11055,informatica_acessorios,43,518,1,1238,34,19,24
2520,beleza_saude,36,1718,1,200,18,8,14
23632,cama_mesa_banho,54,383,2,3100,47,21,41
16677,beleza_saude,51,1085,1,1075,17,21,17
5911,informatica_acessorios,33,146,2,700,30,20,30
15649,instrumentos_musicais,43,1516,7,9270,103,31,26
6134,esporte_lazer,63,349,2,750,35,15,18
1133,utilidades_domesticas,44,426,1,750,20,20,20
21230,relogios_presentes,53,612,1,350,16,11,11
3571,esporte_lazer,52,553,1,350,18,18,18
13875,telefonia,39,951,1,300,15,16,18
5840,brinquedos,42,444,1,500,23,25,11
5651,automotivo,45,187,1,100,20,13,15
19308,brinquedos,52,891,4,450,25,35,15
24031,cama_mesa_banho,27,144,2,450,43,48,43
19880,eletroportateis,60,2438,3,2050,29,22,24
27255,esporte_lazer,60,972,1,400,20,20,20
22983,informatica_acessorios,45,311,2,300,20,20,20
17769,cool_stuff,44,1611,2,2400,32,25,39
29237,beleza_saude,60,1040,4,100,18,6,13
32732,cool_stuff,29,266,3,5650,73,73,20
19686,fashion_bolsas_e_acessorios,40,115,1,300,17,17,11
29436,cama_mesa_banho,59,255,1,1800,45,15,35
6546,papelaria,45,186,1,100,16,7,16
24487,informatica_acessorios,46,168,1,100,18,9,16
15336,esporte_lazer,55,405,1,200,36,5,26
12469,perfumaria,52,292,1,150,16,3,15
19550,eletroportateis,42,877,1,1850,16,33,38
6343,perfumaria,39,721,1,463,19,13,17
13411,informatica_acessorios,57,2574,4,500,20,20,20
18076,beleza_saude,44,544,1,200,24,24,16
27241,esporte_lazer,53,532,2,850,20,10,20
28174,utilidades_domesticas,42,549,2,250,33,5,20
30943,automotivo,50,701,1,100,32,2,24
26889,moveis_decoracao,63,1952,2,21700,42,42,42
11796,malas_acessorios,33,924,3,550,16,30,20
8849,moveis_decoracao,49,163,3,600,16,17,17
21167,moveis_decoracao,59,955,7,1850,40,12,20
17235,moveis_decoracao,57,1203,2,600,20,28,12
24304,fashion_bolsas_e_acessorios,35,496,5,200,16,10,11
10828,pet_shop,58,539,1,900,25,25,35
19614,ferramentas_jardim,39,500,1,8325,43,14,33
14033,perfumaria,49,896,2,400,16,16,22
11068,fashion_calcados,34,240,12,200,29,7,16
28848,eletroportateis,44,222,1,750,20,15,15
31814,agro_industria_e_comercio,54,1036,2,13150,35,63,40
26429,eletrodomesticos,59,790,5,7650,30,50,40
15909,beleza_saude,54,623,4,300,30,20,20
4541,beleza_saude,57,3110,1,125,19,15,17
15567,eletrodomesticos_2,32,111,1,14000,49,12,31
30239,construcao_ferramentas_jardim,30,1445,1,1513,15,12,12
36,moveis_decoracao,50,319,1,900,100,11,12
1053,brinquedos,58,739,5,350,28,10,12
13087,cama_mesa_banho,60,314,2,1250,30,10,30
30049,esporte_lazer,56,544,6,2750,63,56,16
23415,relogios_presentes,39,1073,1,217,18,13,15
15013,relogios_presentes,42,631,2,459,18,13,14
3446,automotivo,56,376,5,1900,32,25,25
22063,cama_mesa_banho,48,594,1,375,28,5,19
14432,perfumaria,35,750,1,200,20,16,16
31369,moveis_decoracao,49,204,5,700,30,6,22
20048,pet_shop,52,434,1,300,30,15,30
4546,fashion_bolsas_e_acessorios,35,160,5,50,20,5,13
9405,bebes,42,353,1,19025,51,70,53
2587,cama_mesa_banho,57,627,1,1000,16,10,16
5785,papelaria,49,162,3,150,20,15,15
10018,cama_mesa_banho,58,663,1,900,29,4,36
5245,automotivo,57,301,1,800,28,10,18
15526,beleza_saude,30,1418,1,208,31,7,20
15047,pet_shop,34,537,1,10100,72,12,52
16291,moveis_decoracao,56,288,1,17100,56,38,48
13951,moveis_decoracao,54,2043,5,2950,69,11,11
22617,esporte_lazer,58,3835,7,375,30,23,23
19033,brinquedos,23,1639,1,400,20,20,20
18663,cama_mesa_banho,53,811,1,1625,43,8,31
23760,cama_mesa_banho,53,208,1,550,16,10,16
593,NA,NA,NA,NA,1800,21,13,36
4507,moveis_decoracao,56,2043,5,3000,69,11,11
26357,perfumaria,53,2235,3,1500,20,25,20
20274,esporte_lazer,39,340,1,1022,28,25,22
32382,cama_mesa_banho,60,875,1,1050,35,3,30
29143,beleza_saude,47,1842,1,2300,30,12,16
589,bebes,47,1059,4,450,30,6,23
26320,bebes,42,490,1,600,25,10,25
22588,pet_shop,28,641,4,150,16,9,11
28439,fashion_bolsas_e_acessorios,58,719,2,200,16,2,11
13902,pet_shop,57,993,3,600,20,6,16
20710,ferramentas_jardim,52,686,5,1800,33,14,11
20093,automotivo,60,1509,3,400,36,6,27
24793,automotivo,59,360,2,225,16,3,11
19867,esporte_lazer,45,3494,1,2693,29,28,26
12818,NA,NA,NA,NA,700,20,10,20
32587,automotivo,53,578,1,4825,61,34,36
15643,utilidades_domesticas,39,228,1,24800,34,96,34
5436,cama_mesa_banho,59,447,1,1900,48,8,39
31458,esporte_lazer,46,832,1,650,18,18,18
30531,casa_construcao,56,904,6,700,39,7,39
12356,moveis_colchao_e_estofado,51,796,2,10750,40,46,35
14979,relogios_presentes,40,692,1,250,20,14,14
15368,beleza_saude,51,3890,2,650,40,20,30
30450,informatica_acessorios,54,144,2,125,16,12,14
30458,automotivo,52,665,5,2000,60,8,33
16669,telefonia_fixa,31,888,1,1100,30,7,20
23850,moveis_decoracao,56,296,6,2400,40,37,40
11940,consoles_games,52,1236,1,340,17,7,16
29311,telefonia,57,1553,1,150,16,5,11
18556,cama_mesa_banho,38,535,1,2750,49,13,45
26436,informatica_acessorios,38,580,2,352,20,14,17
8946,utilidades_domesticas,49,465,1,2963,45,33,32
24092,utilidades_domesticas,37,452,2,700,30,10,25
30306,moveis_escritorio,56,674,2,12450,62,16,49
13170,brinquedos,59,929,10,450,18,11,16
6104,perfumaria,44,749,1,500,16,14,14
18433,beleza_saude,26,249,1,300,16,16,11
22115,market_place,23,751,1,550,33,2,33
22639,automotivo,37,2031,1,5100,55,15,34
3537,malas_acessorios,45,217,1,850,45,10,31
4479,esporte_lazer,42,211,1,200,16,16,20
27907,beleza_saude,55,2908,2,250,24,26,11
12598,cama_mesa_banho,60,222,1,1700,45,15,35
19275,utilidades_domesticas,46,157,4,250,24,5,11
24475,eletroportateis,51,1649,5,2550,23,39,23
14163,utilidades_domesticas,40,786,4,9600,60,30,50
14227,cama_mesa_banho,46,513,2,1900,40,10,30
25317,fashion_roupa_feminina,43,1621,2,600,16,2,11
7594,brinquedos,51,1015,1,650,40,20,20
27435,moveis_decoracao,52,532,1,505,70,9,11
17511,esporte_lazer,63,278,3,100,25,2,17
3976,papelaria,43,48,1,100,16,5,16
14970,casa_construcao,45,923,8,750,16,27,16
18138,utilidades_domesticas,53,193,3,650,30,10,20
11809,perfumaria,53,462,1,100,16,3,11
21428,ferramentas_jardim,39,1570,1,1625,28,16,25
3153,automotivo,59,544,3,525,60,8,33
86,brinquedos,41,569,1,350,17,15,17
4612,moveis_decoracao,53,1227,4,300,50,11,11
27250,utilidades_domesticas,57,1794,6,13800,30,104,30
2438,esporte_lazer,59,1733,1,10000,70,60,40
8595,cool_stuff,58,404,1,2367,52,23,28
9348,cama_mesa_banho,42,440,4,1500,55,17,48
5856,beleza_saude,57,2455,4,200,16,12,12
17454,brinquedos,57,1235,3,1200,28,13,21
5437,utilidades_domesticas,59,414,2,350,30,12,12
28785,cama_mesa_banho,56,123,2,300,70,8,40
5351,utilidades_domesticas,18,676,2,450,16,12,12
5913,informatica_acessorios,29,1140,4,300,16,16,16
11686,utilidades_domesticas,30,723,1,275,17,19,11
28656,eletrodomesticos,56,215,1,250,27,13,17
11481,esporte_lazer,31,236,2,1150,60,15,15
32719,cool_stuff,58,442,1,200,16,12,11
8936,esporte_lazer,21,207,2,350,67,15,15
7157,construcao_ferramentas_construcao,63,1288,5,30000,43,72,43
13776,eletrodomesticos,60,330,1,225,24,13,15
27076,utilidades_domesticas,29,365,1,700,16,23,11
31058,esporte_lazer,45,1433,1,2500,36,40,36
3178,automotivo,54,1266,1,500,31,16,20
11517,portateis_casa_forno_e_cafe,56,950,4,1625,40,15,40
5336,eletrodomesticos_2,56,944,4,2300,30,30,30
21648,moveis_decoracao,58,925,2,1200,36,20,36
22849,bebes,45,693,3,13650,60,25,40
6075,relogios_presentes,54,491,5,200,16,2,11
22653,moveis_decoracao,58,752,4,14000,50,40,50
14712,automotivo,39,282,1,100,21,3,18
5749,cama_mesa_banho,55,225,1,380,34,21,40
16798,automotivo,56,752,2,825,60,8,33
31892,brinquedos,40,675,5,1000,36,21,20
962,automotivo,60,812,4,1050,30,30,30
25973,fashion_bolsas_e_acessorios,34,400,5,150,16,9,11
8151,cama_mesa_banho,52,115,1,2900,45,25,35
7581,livros_tecnicos,39,465,1,550,24,4,18
17115,automotivo,47,577,2,120,16,8,11
14272,esporte_lazer,48,831,1,2350,20,20,20
13868,moveis_decoracao,47,160,2,550,23,16,23
17071,automotivo,57,1030,3,2000,34,40,19
15661,perfumaria,31,355,1,448,22,17,17
13626,construcao_ferramentas_construcao,56,1154,1,600,16,10,11
31452,utilidades_domesticas,56,2189,7,950,30,12,30
8060,casa_construcao,45,277,5,1400,20,20,20
20931,ferramentas_jardim,59,668,1,5550,45,29,22
30802,utilidades_domesticas,55,1005,2,50,22,15,12
27065,moveis_sala,44,428,3,6300,50,10,50
28552,artigos_de_natal,46,507,5,600,20,15,15
14274,papelaria,41,341,3,6350,18,47,34
32436,bebes,58,1380,2,6850,48,25,34
6219,bebes,37,224,2,4075,73,14,48
21813,esporte_lazer,60,867,3,1600,16,50,16
7313,moveis_decoracao,61,157,9,1950,35,11,26
14686,beleza_saude,40,188,5,200,19,11,23
3922,beleza_saude,39,752,3,250,21,26,21
27189,cama_mesa_banho,57,295,1,12050,60,30,40
32511,informatica_acessorios,37,100,1,200,60,11,11
10500,automotivo,54,276,1,250,25,15,15
24238,cama_mesa_banho,41,869,1,600,20,10,20
22192,construcao_ferramentas_ferramentas,54,332,1,700,35,15,15
25507,esporte_lazer,59,886,4,375,33,17,33
9373,automotivo,57,193,2,4750,62,17,22
6383,moveis_decoracao,57,215,6,1200,25,17,25
25322,beleza_saude,54,1257,1,467,30,14,19
29810,instrumentos_musicais,41,103,1,100,60,16,11
27479,brinquedos,37,450,3,992,34,13,31
5519,cama_mesa_banho,59,165,1,950,16,10,16
23188,utilidades_domesticas,28,304,1,2100,50,11,50
6516,moveis_decoracao,55,622,1,5500,30,35,30
24280,automotivo,48,238,2,150,16,7,16
6643,moveis_cozinha_area_de_servico_jantar_e_jardim,39,235,1,29500,102,47,42
18294,telefonia,31,580,2,100,16,3,20
19995,ferramentas_jardim,31,595,1,2733,35,32,33
3031,automotivo,51,92,1,300,16,10,16
17535,cine_foto,52,578,1,100,16,5,12
29382,ferramentas_jardim,57,1092,5,1500,26,24,20
3476,informatica_acessorios,54,333,4,125,18,7,15
1153,cama_mesa_banho,46,434,1,600,34,17,28
10541,informatica_acessorios,60,687,1,500,17,16,12
1352,esporte_lazer,55,2656,1,250,16,2,11
2759,esporte_lazer,32,839,1,418,18,13,14
6670,NA,NA,NA,NA,900,25,25,25
4122,automotivo,58,863,6,2000,20,20,20
25264,informatica_acessorios,52,389,8,5200,47,59,12
8564,NA,NA,NA,NA,150,22,14,14
28881,utilidades_domesticas,51,184,1,250,30,20,20
31247,perfumaria,40,707,2,100,18,9,12
25454,cama_mesa_banho,50,704,2,800,16,10,16
20479,esporte_lazer,26,2174,3,4236,68,20,23
31605,telefonia,52,591,1,183,18,3,11
32793,construcao_ferramentas_jardim,40,275,1,150,16,4,11
14399,automotivo,31,1215,2,175,16,11,11
1539,ferramentas_jardim,48,1001,1,450,16,7,16
12238,automotivo,54,1198,6,5000,53,43,11
2453,brinquedos,42,1454,1,243,17,14,16
30771,moveis_sala,57,1054,2,2000,26,10,19
26500,utilidades_domesticas,54,921,1,5100,34,31,24
5977,construcao_ferramentas_construcao,52,1171,2,7775,60,24,42
28210,moveis_decoracao,55,572,1,1500,30,35,30
6950,cool_stuff,51,880,1,2100,41,32,15
1134,cama_mesa_banho,42,218,1,4900,40,4,30
10255,esporte_lazer,46,1410,1,1000,21,26,21
1598,moveis_decoracao,36,182,1,550,30,30,30
15945,telefonia,45,879,2,100,18,6,11
6536,papelaria,49,234,3,300,24,7,14
13795,cama_mesa_banho,58,544,1,588,24,13,31
31340,pet_shop,55,1547,2,2950,24,31,25
4599,utilidades_domesticas,22,233,2,800,19,13,17
17906,utilidades_domesticas,54,1754,1,250,20,8,13
27302,telefonia,33,580,2,100,16,3,11
32686,informatica_acessorios,56,195,1,200,16,15,15
3254,informatica_acessorios,26,327,1,478,20,14,18
22543,beleza_saude,44,1081,4,2000,52,17,35
16480,NA,NA,NA,NA,1500,40,4,16
18899,relogios_presentes,56,651,1,400,20,13,18
4440,cama_mesa_banho,28,168,2,1695,36,9,35
26046,relogios_presentes,40,384,1,667,19,11,14
17615,NA,NA,NA,NA,100,16,2,11
25286,instrumentos_musicais,54,1205,3,600,16,16,16
3072,brinquedos,48,633,4,600,22,12,12
13870,automotivo,48,521,1,13900,62,62,20
1741,fashion_calcados,37,480,4,1200,16,33,19
30142,relogios_presentes,56,705,2,650,16,12,12
4545,utilidades_domesticas,56,148,1,300,16,12,20
17818,utilidades_domesticas,57,235,1,200,22,22,22
27707,bebes,40,394,2,700,42,25,15
8171,telefonia,55,1440,2,200,18,5,12
26492,esporte_lazer,41,877,1,1134,29,22,23
13970,automotivo,47,1365,1,13699,46,53,29
27152,bebes,38,286,1,100,32,3,23
2030,beleza_saude,45,532,2,400,24,8,24
17718,esporte_lazer,53,2847,1,200,18,8,14
26647,bebes,20,1156,7,225,16,10,15
11974,automotivo,29,297,1,500,20,20,20
12270,utilidades_domesticas,54,561,3,300,23,20,23
25492,NA,NA,NA,NA,300,20,17,13
19353,fashion_bolsas_e_acessorios,42,139,4,50,18,18,12
29138,utilidades_domesticas,43,681,3,200,31,6,33
1726,moveis_decoracao,29,631,1,23375,66,43,66
6097,cama_mesa_banho,55,317,1,20600,45,15,25
1154,fashion_bolsas_e_acessorios,50,549,5,1100,16,5,11
7381,automotivo,49,1510,5,183,20,16,17
381,cama_mesa_banho,55,844,1,800,25,5,25
14993,moveis_decoracao,17,610,1,8950,38,23,38
12464,bebes,42,1287,2,10250,55,38,43
31382,utilidades_domesticas,54,632,1,10325,56,23,31
31173,ferramentas_jardim,52,1292,7,1900,17,13,31
19176,eletrodomesticos,56,258,2,350,18,8,13
9829,beleza_saude,42,693,1,248,17,20,16
22668,cama_mesa_banho,28,247,1,2350,43,13,40
13862,perfumaria,50,2964,3,400,30,15,15
7371,market_place,30,173,1,313,17,12,14
25219,telefonia,30,797,1,100,17,5,12
27446,bebes,49,138,2,850,25,9,18
9487,cama_mesa_banho,50,397,4,5683,47,36,56
6833,cama_mesa_banho,43,125,1,250,40,4,30
13652,fashion_bolsas_e_acessorios,50,731,1,350,16,2,20
12067,cama_mesa_banho,38,486,1,1000,36,16,36
1187,esporte_lazer,27,106,1,6450,35,25,27
2731,esporte_lazer,33,1790,2,350,18,15,15
562,brinquedos,60,1258,3,1600,28,13,21
27724,informatica_acessorios,47,302,1,2275,34,17,23
1514,informatica_acessorios,54,1249,1,4350,18,25,18
24715,utilidades_domesticas,43,507,3,100,16,27,12
32005,informatica_acessorios,42,410,1,200,16,16,11
6414,moveis_decoracao,30,788,3,600,20,35,20
31,moveis_decoracao,51,1470,3,150,35,2,25
12435,moveis_escritorio,46,1150,1,15200,78,45,21
24299,automotivo,58,450,2,300,20,16,16
26134,automotivo,59,162,1,50,16,15,16
987,papelaria,58,895,1,11650,45,25,45
11849,fashion_bolsas_e_acessorios,56,102,1,100,16,10,16
4554,moveis_sala,51,328,2,12800,63,13,63
25137,esporte_lazer,58,361,4,500,25,25,25
16873,utilidades_domesticas,42,235,1,635,27,23,20
19565,telefonia,40,750,1,50,18,6,11
22347,utilidades_domesticas,56,595,1,1200,30,30,30
3339,fashion_bolsas_e_acessorios,47,1182,4,100,16,16,16
18865,utilidades_domesticas,57,1607,1,1050,30,20,20
7485,papelaria,55,793,4,1650,36,47,19
6497,telefonia,58,816,6,300,17,4,12
23010,telefonia,29,156,1,50,18,18,18
21734,informatica_acessorios,48,1966,2,1000,26,23,23
1156,fashion_roupa_feminina,27,405,3,1200,25,15,25
14818,brinquedos,34,1156,1,383,18,12,14
15839,cama_mesa_banho,56,2507,2,1800,43,8,33
13990,esporte_lazer,56,2361,9,350,16,2,20
1949,instrumentos_musicais,60,302,1,13900,40,40,40
8,consoles_games,53,274,1,600,30,20,20
12910,utilidades_domesticas,54,890,1,1300,16,18,11
27340,informatica_acessorios,56,782,1,1150,16,11,28
11704,brinquedos,55,267,2,200,20,10,20
30378,cama_mesa_banho,45,238,1,900,38,6,29
9958,informatica_acessorios,60,143,2,125,41,15,55
19991,automotivo,59,2438,1,150,17,16,17
241,malas_acessorios,45,223,1,800,46,10,32
30217,moveis_escritorio,53,1199,1,10975,53,51,18
30249,NA,NA,NA,NA,100,25,2,17
16538,pet_shop,40,2528,3,600,16,20,20
22455,brinquedos,47,1080,1,250,23,18,23
26969,bebes,57,1133,3,9575,61,41,21
15709,pet_shop,47,115,7,600,20,20,20
794,moveis_decoracao,58,554,2,483,47,6,34
29506,cama_mesa_banho,60,146,1,1600,35,8,35
12407,cama_mesa_banho,34,1056,1,2630,26,21,23
2023,utilidades_domesticas,55,402,2,10450,80,15,33
6498,cama_mesa_banho,49,420,1,1100,22,22,22
6586,relogios_presentes,60,362,5,700,24,5,24
25522,cama_mesa_banho,55,291,1,3400,48,16,35
6400,portateis_casa_forno_e_cafe,39,345,1,400,16,17,20
16337,NA,NA,NA,NA,350,43,7,28
22097,esporte_lazer,54,1375,3,650,18,8,15
28324,automotivo,39,626,3,5250,32,16,26
30274,cama_mesa_banho,52,662,1,4000,42,16,36
3128,telefonia,51,422,5,300,23,7,15
398,esporte_lazer,55,1392,1,550,16,16,16
7795,automotivo,56,238,2,200,16,10,11
16991,cama_mesa_banho,44,726,1,300,36,6,26
26471,sinalizacao_e_seguranca,44,680,2,325,22,11,22
20610,esporte_lazer,53,880,4,2000,25,42,25
5916,moveis_escritorio,52,557,2,16100,63,58,26
28114,esporte_lazer,48,2511,3,6450,30,30,30
5278,utilidades_domesticas,37,705,3,1000,38,4,25
16523,informatica_acessorios,48,540,3,700,38,12,28
15757,beleza_saude,54,1719,3,5300,22,46,32
30219,construcao_ferramentas_construcao,48,280,1,200,19,7,15
22064,cama_mesa_banho,55,280,2,7130,50,17,43
6858,pet_shop,37,201,7,5700,52,23,42
8452,brinquedos,15,438,2,500,30,15,25
5666,fashion_roupa_infanto_juvenil,42,277,3,120,19,11,15
9469,automotivo,45,916,1,8800,50,20,20
18902,beleza_saude,25,152,3,350,26,7,18
25688,consoles_games,35,310,2,450,20,45,30
5024,moveis_decoracao,60,841,1,9900,96,16,49
3023,cama_mesa_banho,60,530,8,1225,43,38,37
19518,esporte_lazer,59,1617,1,1300,16,16,18
26509,eletrodomesticos,59,144,1,1400,27,13,17
19960,esporte_lazer,60,236,2,1250,60,15,15
13194,moveis_decoracao,51,676,1,3900,35,23,35
24605,relogios_presentes,53,393,1,185,22,12,16
32186,utilidades_domesticas,36,135,1,10300,26,30,30
25791,moveis_decoracao,53,982,3,400,28,9,18
5681,informatica_acessorios,35,671,1,2700,36,9,20
665,moveis_decoracao,25,128,1,4000,70,12,52
22563,cama_mesa_banho,59,685,1,3500,37,20,60
10750,pet_shop,51,3205,1,125,19,10,13
3039,fashion_roupa_masculina,38,50,1,300,30,40,11
32893,cool_stuff,60,551,4,2100,34,39,51
7431,climatizacao,56,619,5,18438,47,59,39
15184,NA,NA,NA,NA,3150,17,40,17
7062,moveis_decoracao,35,1405,3,200,35,2,25
18689,relogios_presentes,60,661,5,300,16,2,11
1292,agro_industria_e_comercio,53,642,1,2000,65,22,38
29402,fashion_esporte,22,886,4,200,22,6,15
29651,moveis_decoracao,52,247,1,1750,20,20,20
25822,fashion_bolsas_e_acessorios,54,354,3,200,43,16,27
20075,automotivo,63,817,4,350,16,40,11
6878,cama_mesa_banho,42,729,1,700,20,30,30
29053,utilidades_domesticas,60,518,1,500,16,30,40
9278,eletronicos,43,538,1,150,30,10,20
12192,perfumaria,50,533,2,178,20,10,16
2441,cama_mesa_banho,50,120,1,650,34,18,44
31157,informatica_acessorios,60,1401,5,816,27,13,18
31077,automotivo,59,789,3,425,60,8,33
29014,beleza_saude,59,1860,3,275,23,11,13
31602,esporte_lazer,47,1764,1,2000,31,36,31
13723,cama_mesa_banho,31,151,1,900,40,4,30
8592,automotivo,51,840,1,5500,45,20,45
7936,moveis_decoracao,53,2546,4,10700,100,10,30
29151,moveis_decoracao,61,130,9,2800,36,11,26
19505,esporte_lazer,56,2580,2,1450,20,25,20
2167,moveis_decoracao,63,246,7,900,28,11,47
32816,automotivo,31,574,1,500,45,30,11
30626,esporte_lazer,54,120,1,300,20,10,15
9262,informatica_acessorios,45,1969,2,3150,27,16,18
2908,eletronicos,49,568,3,7100,74,10,20
6470,esporte_lazer,58,499,1,1000,29,25,16
31777,pet_shop,55,1496,2,748,26,19,23
21810,brinquedos,45,278,1,1223,20,15,19
24980,cama_mesa_banho,53,396,1,550,16,10,16
7845,perfumaria,30,138,1,100,20,7,20
