"","Attrition_Flag","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"5774","Existing Customer","F",1,"Graduate","Divorced","$40K - $60K","Blue",4,1,2,3503,1572,0.866,4671,93,0.632,0.449
"5775","Existing Customer","M",5,"Doctorate","Single","$40K - $60K","Silver",4,2,2,17835,868,0.723,4258,58,0.657,0.049
"5776","Existing Customer","M",2,"Uneducated","Married","$120K +","Blue",6,2,3,3383,1458,0.678,4897,75,0.562,0.431
"5777","Existing Customer","F",4,"Unknown","Single","Less than $40K","Blue",4,2,3,7128,1457,0.553,3534,70,0.591,0.204
"5778","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",5,2,3,1438.3,790,0.615,3959,59,0.735,0.549
"5779","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",6,3,2,3815,1190,0.852,4430,94,0.741,0.312
"5780","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",3,3,2,1902,962,0.534,4203,69,0.725,0.506
"5781","Existing Customer","F",1,"Uneducated","Divorced","Less than $40K","Blue",5,2,3,2077,1254,0.821,4226,75,1.143,0.604
"5782","Attrited Customer","F",2,"Doctorate","Married","Less than $40K","Blue",4,3,4,2514,2090,0.842,2603,53,0.606,0.831
"5783","Existing Customer","M",4,"High School","Single","$80K - $120K","Blue",4,3,3,34516,0,0.846,4714,82,0.745,0
"5784","Existing Customer","F",5,"Graduate","Single","Less than $40K","Blue",3,3,0,2144,1492,0.96,3859,55,0.571,0.696
"5785","Existing Customer","F",0,"High School","Single","Less than $40K","Blue",3,3,2,5951,2517,0.787,4554,83,0.694,0.423
"5786","Existing Customer","F",3,"High School","Divorced","Unknown","Blue",3,5,3,4806,0,0.827,4674,87,0.74,0
"5787","Existing Customer","F",3,"Graduate","Single","Unknown","Blue",3,3,3,16612,2517,0.602,4697,94,0.808,0.152
"5788","Existing Customer","F",1,"Graduate","Married","$40K - $60K","Blue",6,2,2,2799,0,0.689,4116,88,0.571,0
"5789","Existing Customer","M",0,"Unknown","Single","$40K - $60K","Silver",4,3,3,18064,1695,0.838,3434,71,0.479,0.094
"5790","Existing Customer","F",4,"Graduate","Married","Less than $40K","Blue",3,1,3,2560,1430,0.766,4783,86,0.792,0.559
"5791","Existing Customer","F",3,"Uneducated","Married","Less than $40K","Blue",6,2,2,5821,0,0.859,4591,70,1.188,0
"5792","Existing Customer","F",5,"Uneducated","Single","Less than $40K","Blue",4,3,2,2057,1279,0.562,4321,76,0.689,0.622
"5793","Existing Customer","F",5,"High School","Divorced","Less than $40K","Blue",5,2,3,1972,1489,0.69,4715,66,0.65,0.755
"5794","Existing Customer","M",3,"High School","Married","$60K - $80K","Blue",6,2,3,2675,0,0.7,4149,79,0.717,0
"5795","Existing Customer","M",3,"Graduate","Married","$40K - $60K","Blue",3,1,2,6223,2126,0.681,4518,79,0.795,0.342
"5796","Existing Customer","F",4,"High School","Single","Unknown","Blue",3,3,3,7632,0,0.557,4498,86,0.623,0
"5797","Existing Customer","F",1,"Unknown","Unknown","Less than $40K","Blue",5,2,1,3258,2517,0.985,4960,77,0.75,0.773
"5798","Existing Customer","M",3,"High School","Single","$60K - $80K","Silver",4,3,3,34516,2040,0.764,3754,53,1.038,0.059
"5799","Existing Customer","F",1,"High School","Divorced","$40K - $60K","Blue",3,3,2,3054,845,0.731,4460,88,0.692,0.277
"5800","Existing Customer","F",2,"Doctorate","Single","Less than $40K","Blue",5,1,1,1438.3,0,1.126,4006,72,0.946,0
"5801","Attrited Customer","M",3,"Uneducated","Single","$120K +","Blue",1,2,3,7970,2282,0.28,1872,41,0.206,0.286
"5802","Attrited Customer","F",1,"Unknown","Single","Less than $40K","Blue",5,2,3,1836,572,0.758,2400,34,0.789,0.312
"5803","Existing Customer","M",3,"Graduate","Unknown","$120K +","Blue",3,2,3,9397,795,0.749,5265,98,0.581,0.085
"5804","Existing Customer","F",0,"Uneducated","Married","Less than $40K","Blue",4,2,3,1601,0,0.829,4919,69,1.091,0
"5805","Existing Customer","M",4,"High School","Married","$80K - $120K","Blue",3,2,3,34516,1170,0.678,3785,64,0.6,0.034
"5806","Existing Customer","F",1,"High School","Married","Less than $40K","Blue",5,1,3,1822,1114,0.539,5210,73,0.553,0.611
"5807","Existing Customer","M",4,"High School","Married","Less than $40K","Blue",3,2,2,1614,700,0.842,4293,87,0.812,0.434
"5808","Existing Customer","F",4,"Unknown","Married","Less than $40K","Blue",3,2,0,1491,1349,0.756,4365,71,0.732,0.905
"5809","Existing Customer","F",1,"Graduate","Divorced","Less than $40K","Blue",4,1,3,2543,1156,0.641,3864,64,0.684,0.455
"5810","Existing Customer","F",2,"College","Divorced","Less than $40K","Blue",3,2,3,3462,1817,0.717,4635,65,0.711,0.525
"5811","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",3,3,1,1699,0,0.653,5495,87,0.642,0
"5812","Attrited Customer","F",3,"Graduate","Married","Unknown","Blue",3,4,3,13095,1836,0.432,1552,32,0.185,0.14
"5813","Existing Customer","M",5,"Unknown","Single","$60K - $80K","Blue",6,2,3,8823,2517,0.812,4674,85,0.848,0.285
"5814","Existing Customer","M",1,"Uneducated","Married","$60K - $80K","Blue",6,1,1,4429,883,0.688,4386,63,0.537,0.199
"5815","Attrited Customer","F",4,"High School","Married","Unknown","Blue",1,4,3,5396,1803,0.493,2107,39,0.393,0.334
"5816","Existing Customer","F",0,"High School","Single","$40K - $60K","Blue",4,1,3,2418,2205,0.84,3918,74,0.51,0.912
"5817","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",5,2,3,2086,1792,0.859,5774,84,0.909,0.859
"5818","Attrited Customer","F",3,"Graduate","Single","$40K - $60K","Blue",5,3,3,1899,671,0.736,2434,45,0.406,0.353
"5819","Existing Customer","M",5,"Graduate","Single","$40K - $60K","Blue",4,1,2,7564,0,0.61,4743,82,0.822,0
"5820","Existing Customer","M",2,"Graduate","Married","$60K - $80K","Blue",3,2,2,13116,1225,0.735,4800,61,0.605,0.093
"5821","Existing Customer","F",4,"Doctorate","Married","Less than $40K","Blue",3,1,3,1438.3,606,0.692,5062,80,0.818,0.421
"5822","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",4,1,2,3716,0,0.886,4833,73,0.521,0
"5823","Existing Customer","F",1,"Unknown","Married","Less than $40K","Blue",3,5,3,3069,1482,0.663,4351,74,0.721,0.483
"5824","Attrited Customer","F",1,"High School","Single","Less than $40K","Blue",6,3,3,2006,1608,1.043,2760,38,0.652,0.802
"5825","Existing Customer","F",4,"High School","Married","$40K - $60K","Blue",5,2,1,2948,2232,0.858,3635,79,0.58,0.757
"5826","Existing Customer","F",3,"Unknown","Single","Less than $40K","Blue",4,2,3,1438.3,0,1.001,3511,64,0.882,0
"5827","Existing Customer","F",1,"Uneducated","Married","Less than $40K","Blue",3,2,3,1438.3,670,0.909,4321,83,0.804,0.466
"5828","Existing Customer","F",3,"Graduate","Married","$40K - $60K","Blue",5,3,1,4669,1913,0.591,4363,73,0.973,0.41
"5829","Existing Customer","F",2,"Graduate","Married","Less than $40K","Silver",5,2,2,13994,0,0.57,3299,63,0.853,0
"5830","Attrited Customer","M",2,"Graduate","Single","$120K +","Blue",3,5,3,8760,0,0.726,2460,39,0.56,0
"5831","Existing Customer","F",1,"High School","Married","Less than $40K","Blue",3,2,2,1688,0,0.641,4375,69,0.605,0
"5832","Existing Customer","F",2,"College","Married","Unknown","Blue",6,3,3,9881,1794,0.582,4725,85,0.735,0.182
"5833","Existing Customer","M",4,"Graduate","Single","$60K - $80K","Blue",6,2,0,4534,917,0.84,4211,66,0.61,0.202
"5834","Existing Customer","F",4,"Uneducated","Single","Less than $40K","Blue",5,3,3,3545,1446,0.638,3691,69,0.917,0.408
"5835","Existing Customer","F",2,"College","Single","Less than $40K","Blue",4,2,2,1857,1528,0.698,4681,71,0.868,0.823
"5836","Existing Customer","F",4,"Uneducated","Single","Unknown","Blue",5,1,1,3334,1272,1.12,4284,73,0.587,0.382
"5837","Attrited Customer","F",3,"Unknown","Single","$40K - $60K","Blue",5,3,4,2496,1999,0.724,2590,50,0.667,0.801
"5838","Existing Customer","F",3,"College","Married","Less than $40K","Blue",3,1,2,1438.3,765,0.644,4053,66,0.692,0.532
"5839","Attrited Customer","F",4,"Doctorate","Married","Less than $40K","Blue",3,2,2,1438.3,0,0.68,2429,38,0.652,0
"5840","Existing Customer","M",3,"Graduate","Single","$60K - $80K","Blue",4,2,2,9357,1285,0.694,4173,77,0.711,0.137
"5841","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",3,2,3,2423,1674,0.644,4258,80,0.538,0.691
"5842","Existing Customer","F",1,"Graduate","Single","$40K - $60K","Blue",5,2,2,1936,1613,0.841,4773,80,0.818,0.833
"5843","Existing Customer","M",1,"Graduate","Divorced","$60K - $80K","Blue",4,3,3,1783,1014,0.956,3861,81,0.558,0.569
"5844","Existing Customer","F",0,"Unknown","Married","Less than $40K","Blue",4,1,2,1438.3,0,0.622,4155,62,0.632,0
"5845","Existing Customer","F",2,"Graduate","Single","Less than $40K","Blue",4,1,3,1438.3,0,0.622,4333,84,0.826,0
"5846","Existing Customer","F",2,"Post-Graduate","Married","Less than $40K","Silver",6,3,2,10580,1023,0.907,4721,81,0.8,0.097
"5847","Existing Customer","F",2,"Unknown","Single","Less than $40K","Blue",5,3,2,4597,1316,0.646,3507,68,0.511,0.286
"5848","Existing Customer","F",4,"High School","Married","Less than $40K","Blue",4,2,3,1656,929,0.898,4408,79,0.681,0.561
"5849","Existing Customer","F",0,"High School","Single","Less than $40K","Blue",5,3,2,3279,0,0.765,5048,75,0.923,0
"5850","Existing Customer","F",3,"College","Married","$40K - $60K","Blue",6,2,3,2578,1590,0.657,4683,89,0.618,0.617
"5851","Existing Customer","F",4,"Graduate","Married","$40K - $60K","Blue",3,3,3,4068,0,1.121,5161,83,0.766,0
"5852","Attrited Customer","F",4,"Graduate","Married","Less than $40K","Blue",5,2,3,2128,528,0.525,2289,41,0.414,0.248
"5853","Attrited Customer","F",2,"Doctorate","Married","Less than $40K","Blue",4,3,4,2704,2262,0.87,2362,39,0.444,0.837
"5854","Existing Customer","F",3,"Post-Graduate","Unknown","Less than $40K","Blue",4,1,0,1878,1247,0.67,4650,71,0.614,0.664
"5855","Existing Customer","F",3,"College","Married","Unknown","Blue",3,3,3,10600,0,0.777,4697,67,0.523,0
"5856","Attrited Customer","F",0,"Uneducated","Divorced","Less than $40K","Blue",3,2,6,9909,0,0.466,1844,41,0.64,0
"5857","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",3,2,3,1665,983,0.889,4420,86,0.72,0.59
"5858","Attrited Customer","M",1,"Graduate","Divorced","$120K +","Blue",1,3,2,1656,0,0.626,2073,44,0.833,0
"5859","Existing Customer","M",1,"High School","Unknown","$80K - $120K","Blue",3,3,4,14111,1034,0.505,2950,64,0.684,0.073
"5860","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",4,2,3,2012,1230,0.668,3822,68,0.659,0.611
"5861","Existing Customer","F",2,"Post-Graduate","Married","Less than $40K","Blue",6,1,1,2837,1807,0.609,4279,83,0.627,0.637
"5862","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",6,2,2,1709,0,0.685,4981,79,0.975,0
"5863","Existing Customer","F",1,"Unknown","Married","Less than $40K","Blue",5,2,1,5714,868,0.636,4331,85,0.7,0.152
"5864","Existing Customer","M",3,"Unknown","Married","$60K - $80K","Blue",4,1,3,5071,1043,0.667,3358,62,0.722,0.206
"5865","Existing Customer","M",3,"Uneducated","Married","$80K - $120K","Blue",3,3,3,24028,0,0.496,3531,73,0.738,0
"5866","Existing Customer","F",2,"Post-Graduate","Unknown","Unknown","Blue",5,3,3,13882,0,0.87,4798,82,0.822,0
"5867","Existing Customer","F",3,"Graduate","Unknown","$40K - $60K","Blue",3,2,2,3585,931,0.62,4399,78,0.733,0.26
"5868","Existing Customer","M",3,"Uneducated","Single","$80K - $120K","Blue",4,2,2,9124,2126,0.449,4564,65,0.548,0.233
"5869","Existing Customer","F",4,"Graduate","Married","Unknown","Blue",4,2,2,2705,0,0.736,4749,80,0.778,0
"5870","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",4,3,2,1936,1101,0.984,4578,70,0.892,0.569
"5871","Existing Customer","M",3,"High School","Married","$80K - $120K","Blue",5,2,3,8051,2138,0.716,4370,83,0.886,0.266
"5872","Existing Customer","F",1,"Graduate","Married","$40K - $60K","Blue",5,1,3,3635,1617,0.828,4045,62,1.067,0.445
"5873","Existing Customer","F",1,"High School","Married","Less than $40K","Blue",4,2,2,2532,1487,0.581,4143,71,1.029,0.587
"5874","Existing Customer","F",4,"Unknown","Married","Less than $40K","Blue",3,1,3,2028,0,0.823,4030,78,0.733,0
"5875","Attrited Customer","F",4,"Doctorate","Married","Less than $40K","Blue",3,2,3,4304,0,0.183,1788,36,0.091,0
"5876","Existing Customer","F",3,"Graduate","Unknown","Unknown","Blue",4,1,2,6644,2082,0.915,4659,76,0.854,0.313
"5877","Existing Customer","F",5,"Uneducated","Married","Less than $40K","Blue",3,1,3,1830,650,0.724,4838,71,0.972,0.355
"5878","Existing Customer","M",2,"Uneducated","Married","$120K +","Blue",4,3,3,7607,2170,0.377,4495,77,0.674,0.285
"5879","Attrited Customer","F",3,"Graduate","Single","Less than $40K","Blue",3,3,5,2060,0,0.251,1976,44,0.257,0
"5880","Existing Customer","F",2,"High School","Single","Less than $40K","Blue",3,2,2,1438.3,906,0.541,4457,84,0.714,0.63
"5881","Existing Customer","M",4,"High School","Single","$60K - $80K","Blue",4,3,3,3126,1503,0.892,3662,74,0.644,0.481
"5882","Existing Customer","F",4,"Post-Graduate","Single","$40K - $60K","Blue",4,6,3,6885,1611,0.955,3804,67,0.861,0.234
"5883","Attrited Customer","M",4,"High School","Unknown","$60K - $80K","Blue",4,3,4,1871,0,0.73,2593,48,0.548,0
"5884","Existing Customer","F",0,"Graduate","Single","Less than $40K","Blue",4,2,3,2787,1761,0.67,4358,89,0.648,0.632
"5885","Existing Customer","M",2,"Post-Graduate","Married","$80K - $120K","Blue",6,3,2,1867,1478,0.727,4097,70,0.707,0.792
"5886","Attrited Customer","F",3,"Unknown","Married","Less than $40K","Blue",3,2,3,1438.3,0,0.372,1852,38,0.31,0
"5887","Attrited Customer","F",4,"Graduate","Single","Less than $40K","Blue",6,4,3,2473,0,0.547,2133,44,0.419,0
"5888","Existing Customer","M",4,"Post-Graduate","Single","$40K - $60K","Blue",6,3,2,4640,1555,0.78,3870,70,0.707,0.335
"5889","Existing Customer","F",4,"High School","Married","Less than $40K","Blue",6,3,0,2712,2411,0.844,5201,82,0.907,0.889
"5890","Attrited Customer","F",3,"Graduate","Unknown","Unknown","Blue",3,2,1,8869,0,0.413,1935,40,0.429,0
"5891","Attrited Customer","F",4,"Graduate","Married","Unknown","Blue",2,3,5,3853,696,0.882,2443,38,0.583,0.181
"5892","Existing Customer","F",3,"College","Married","Less than $40K","Blue",4,2,3,1438.3,721,0.601,4606,86,0.955,0.501
"5893","Attrited Customer","M",3,"Post-Graduate","Divorced","$60K - $80K","Blue",3,2,3,14409,511,0.799,2351,39,0.3,0.035
"5894","Attrited Customer","F",1,"High School","Single","$40K - $60K","Blue",5,3,3,1665,0,1.01,2748,40,0.333,0
"5895","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",6,1,3,2639,0,0.892,4892,85,0.771,0
"5896","Existing Customer","F",2,"High School","Married","Less than $40K","Blue",6,1,1,2338,1566,0.533,3964,69,0.5,0.67
"5897","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",3,3,0,2774,1362,0.866,4802,91,0.685,0.491
"5898","Existing Customer","F",1,"College","Single","Unknown","Blue",6,1,1,4283,488,0.865,4689,65,0.477,0.114
"5899","Attrited Customer","F",4,"Uneducated","Single","Unknown","Blue",3,4,3,6263,2517,0.857,2613,50,0.724,0.402
"5900","Existing Customer","F",2,"Graduate","Single","Less than $40K","Blue",6,3,3,2317,1301,0.925,4161,71,1.219,0.562
"5901","Existing Customer","F",2,"College","Divorced","Less than $40K","Blue",5,2,1,2239,1340,0.658,4540,73,0.587,0.598
"5902","Existing Customer","F",1,"College","Married","Less than $40K","Blue",6,3,3,2225,0,1.06,4917,84,0.75,0
"5903","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",6,2,3,1519,1148,0.767,4927,73,0.738,0.756
"5904","Existing Customer","F",5,"Uneducated","Married","Unknown","Blue",4,2,3,5495,2200,0.696,5125,85,0.771,0.4
"5905","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",6,1,1,2141,1176,0.746,4317,64,0.778,0.549
"5906","Existing Customer","F",2,"High School","Married","Less than $40K","Blue",4,1,2,2616,1786,0.876,5219,63,0.75,0.683
"5907","Existing Customer","F",3,"Graduate","Divorced","Less than $40K","Blue",3,1,1,5494,1356,0.463,3566,81,0.884,0.247
"5908","Attrited Customer","F",3,"High School","Married","Less than $40K","Blue",3,5,1,2003,1735,0.855,2343,42,0.355,0.866
"5909","Existing Customer","F",4,"Uneducated","Single","Less than $40K","Blue",3,1,2,2092,1499,0.811,4130,80,1.162,0.717
"5910","Existing Customer","M",0,"High School","Single","$60K - $80K","Blue",6,3,2,6606,2517,0.825,4493,68,0.659,0.381
"5911","Existing Customer","F",4,"College","Married","Unknown","Blue",3,3,2,7102,0,0.599,4083,68,0.744,0
"5912","Existing Customer","F",2,"Unknown","Married","Less than $40K","Silver",6,2,3,13812,1132,0.699,3723,56,0.867,0.082
"5913","Existing Customer","M",1,"Graduate","Single","$60K - $80K","Blue",5,3,2,7075,1676,1.268,4160,75,0.667,0.237
"5914","Existing Customer","M",1,"College","Single","$40K - $60K","Blue",6,1,2,4274,1680,0.78,4820,60,0.765,0.393
"5915","Existing Customer","F",3,"High School","Single","Less than $40K","Blue",5,1,3,2317,0,0.57,4894,89,0.854,0
"5916","Attrited Customer","F",2,"Uneducated","Single","Less than $40K","Blue",3,3,3,1438.3,642,0.405,1939,49,0.4,0.446
"5917","Existing Customer","M",4,"High School","Married","$80K - $120K","Blue",5,3,3,2888,0,0.717,4345,75,0.786,0
"5918","Existing Customer","F",4,"College","Single","Unknown","Blue",4,1,2,12310,670,0.801,4176,76,0.767,0.054
"5919","Existing Customer","M",4,"Unknown","Married","$60K - $80K","Blue",4,3,3,1622,1249,0.585,4164,66,0.61,0.77
"5920","Attrited Customer","F",4,"Graduate","Married","Less than $40K","Blue",3,2,1,1438.3,0,0.685,2153,35,0.346,0
"5921","Existing Customer","M",3,"Unknown","Single","$80K - $120K","Blue",6,2,2,12559,0,0.715,4700,71,0.511,0
"5922","Existing Customer","F",1,"Uneducated","Unknown","$40K - $60K","Blue",4,3,3,2929,1287,0.497,3875,67,0.595,0.439
"5923","Attrited Customer","F",3,"Unknown","Divorced","Less than $40K","Blue",5,2,4,1438.3,0,0.5,1897,58,0.706,0
"5924","Existing Customer","F",1,"Unknown","Single","Less than $40K","Blue",4,1,2,2319,1026,0.521,4099,74,0.721,0.442
"5925","Existing Customer","F",2,"Uneducated","Married","Unknown","Blue",4,3,3,7927,996,0.521,4094,85,0.771,0.126
"5926","Attrited Customer","F",2,"Graduate","Divorced","Less than $40K","Blue",2,6,3,1720,0,0.707,2719,36,0.44,0
"5927","Existing Customer","M",3,"Unknown","Single","$80K - $120K","Blue",5,1,3,3642,724,0.68,4517,79,0.837,0.199
"5928","Existing Customer","F",3,"High School","Married","$40K - $60K","Blue",5,1,2,3881,0,0.601,4177,66,0.737,0
"5929","Existing Customer","M",3,"Doctorate","Unknown","$120K +","Blue",6,2,2,6143,1151,0.866,4330,72,0.895,0.187
"5930","Existing Customer","F",1,"Unknown","Married","Less than $40K","Blue",3,3,0,1438.3,0,0.72,4154,78,0.814,0
"5931","Existing Customer","F",4,"College","Unknown","Less than $40K","Blue",6,3,1,2035,1343,0.835,4643,86,0.686,0.66
"5932","Attrited Customer","F",2,"High School","Married","Less than $40K","Blue",5,3,3,3899,0,0.718,2182,40,0.429,0
"5933","Existing Customer","F",1,"Unknown","Single","$40K - $60K","Blue",4,2,2,1981,1082,0.584,3913,90,0.731,0.546
"5934","Attrited Customer","F",1,"Graduate","Single","Less than $40K","Blue",1,3,4,2422,502,0.997,2548,46,0.484,0.207
"5935","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",6,3,3,11964,800,0.954,4853,85,0.848,0.067
"5936","Existing Customer","F",4,"College","Married","Unknown","Blue",6,4,3,3862,0,0.578,4058,81,0.723,0
"5937","Existing Customer","M",2,"College","Married","$80K - $120K","Blue",5,4,2,33142,0,0.846,4347,63,0.575,0
"5938","Existing Customer","M",2,"High School","Single","$120K +","Silver",3,4,2,34516,1436,0.688,3564,73,0.825,0.042
"5939","Attrited Customer","F",4,"High School","Married","Less than $40K","Blue",6,3,3,3454,0,0.862,2826,39,0.625,0
"5940","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",6,3,2,2732,1746,1.028,4702,85,0.771,0.639
"5941","Existing Customer","M",4,"High School","Divorced","$80K - $120K","Blue",4,2,2,1687,992,0.721,4342,82,0.783,0.588
"5942","Attrited Customer","F",3,"Graduate","Married","Less than $40K","Blue",4,2,4,3523,0,0.973,3174,44,0.222,0
"5943","Existing Customer","M",4,"Uneducated","Single","$120K +","Blue",4,3,2,5773,2024,0.977,3732,71,0.972,0.351
"5944","Attrited Customer","F",3,"Graduate","Married","Unknown","Blue",3,5,3,4462,706,0.886,2526,41,0.414,0.158
"5945","Existing Customer","F",3,"Doctorate","Married","Less than $40K","Blue",5,2,2,3976,1789,0.931,4419,75,0.829,0.45
"5946","Existing Customer","F",3,"College","Single","Less than $40K","Blue",3,3,3,2679,2277,0.736,4943,85,0.735,0.85
"5947","Existing Customer","F",4,"Unknown","Married","$40K - $60K","Blue",6,3,2,1564,0,1.114,5172,78,0.733,0
"5948","Existing Customer","F",2,"High School","Single","$40K - $60K","Blue",5,2,3,1536,728,0.604,4133,78,0.529,0.474
"5949","Existing Customer","M",5,"High School","Married","$40K - $60K","Blue",6,2,1,2375,1196,0.641,4087,66,0.833,0.504
"5950","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",4,3,3,2719,0,0.794,4172,65,0.97,0
"5951","Existing Customer","F",4,"Graduate","Divorced","$40K - $60K","Blue",5,3,1,3369,2424,0.825,5220,78,0.592,0.72
"5952","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",5,1,1,3173,1713,0.609,3797,75,0.786,0.54
"5953","Existing Customer","F",2,"High School","Unknown","Less than $40K","Blue",4,2,2,3139,0,0.728,4892,95,0.827,0
"5954","Attrited Customer","F",3,"High School","Married","Less than $40K","Blue",3,3,4,2140,0,0.765,2915,50,0.316,0
"5955","Existing Customer","F",3,"Uneducated","Single","Less than $40K","Blue",4,3,2,2258,0,0.617,4803,72,0.714,0
"5956","Existing Customer","M",3,"Graduate","Married","$40K - $60K","Blue",5,1,1,2423,1779,0.503,4035,74,0.805,0.734
"5957","Existing Customer","F",1,"High School","Single","Less than $40K","Blue",4,3,3,2376,1969,0.788,4301,79,1.026,0.829
"5958","Existing Customer","M",1,"Graduate","Single","Less than $40K","Blue",4,5,2,1690,1459,0.667,3928,69,0.643,0.863
"5959","Attrited Customer","F",3,"High School","Married","$40K - $60K","Blue",2,3,2,8583,0,0.358,1794,31,0.292,0
"5960","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",5,2,1,2996,2147,0.503,4724,66,0.737,0.717
"5961","Existing Customer","F",1,"Post-Graduate","Single","Unknown","Blue",6,3,2,2880,1996,0.719,4334,81,0.884,0.693
"5962","Existing Customer","M",4,"Uneducated","Divorced","$80K - $120K","Gold",4,3,1,34516,1426,0.621,4814,71,0.69,0.041
"5963","Existing Customer","F",2,"Doctorate","Single","Unknown","Blue",5,2,3,6966,905,0.755,4855,69,0.5,0.13
"5964","Attrited Customer","M",3,"College","Married","$120K +","Blue",2,2,3,11316,1599,0.713,2595,49,0.361,0.141
"5965","Existing Customer","F",0,"High School","Single","Less than $40K","Blue",4,2,1,1438.3,1003,0.629,4247,84,0.714,0.697
"5966","Existing Customer","M",1,"Uneducated","Divorced","$120K +","Blue",3,2,3,11362,0,0.668,3197,61,0.564,0
"5967","Attrited Customer","F",0,"Doctorate","Married","Unknown","Blue",6,4,3,7210,0,0.769,2516,36,0.8,0
"5968","Existing Customer","F",4,"College","Single","Unknown","Blue",5,3,3,7790,753,0.968,4835,84,0.826,0.097
"5969","Existing Customer","F",2,"Unknown","Married","Less than $40K","Blue",3,3,1,2023,1587,0.647,4391,79,0.837,0.784
"5970","Existing Customer","F",3,"Graduate","Married","$40K - $60K","Blue",5,2,3,9117,1259,0.88,3837,75,0.705,0.138
"5971","Existing Customer","F",2,"Doctorate","Unknown","Less than $40K","Blue",4,1,2,1801,940,0.594,3797,74,0.721,0.522
"5972","Existing Customer","M",2,"High School","Married","$60K - $80K","Blue",6,6,3,8787,1087,0.974,4537,75,1.273,0.124
"5973","Existing Customer","M",4,"Graduate","Married","$60K - $80K","Silver",6,1,3,27436,642,0.705,4051,81,0.761,0.023
"5974","Existing Customer","F",2,"Doctorate","Single","Less than $40K","Blue",6,3,2,2195,1917,0.535,4205,65,0.625,0.873
"5975","Existing Customer","M",4,"College","Married","$80K - $120K","Blue",5,3,2,13734,568,0.719,4283,67,0.861,0.041
"5976","Existing Customer","M",4,"Graduate","Married","$60K - $80K","Blue",6,2,3,2731,1868,0.533,3915,66,0.65,0.684
"5977","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Blue",3,2,0,2453,1534,0.785,4185,66,0.784,0.625
"5978","Existing Customer","M",3,"Unknown","Married","$60K - $80K","Blue",6,3,3,7451,1542,0.684,4960,97,0.565,0.207
"5979","Existing Customer","F",3,"High School","Married","$40K - $60K","Blue",3,3,3,2644,1794,0.863,4081,72,0.8,0.679
"5980","Attrited Customer","M",4,"Graduate","Married","$80K - $120K","Silver",3,2,3,34516,825,0.616,2022,52,0.733,0.024
"5981","Existing Customer","M",5,"Graduate","Married","$60K - $80K","Blue",4,4,3,4575,1344,0.46,4726,64,0.561,0.294
"5982","Existing Customer","F",1,"College","Single","Less than $40K","Blue",3,3,2,4860,1772,0.561,4329,80,0.86,0.365
"5983","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",6,4,2,1438.3,510,0.711,3399,66,0.784,0.355
"5984","Attrited Customer","F",2,"Unknown","Single","Less than $40K","Blue",3,2,4,1690,0,0.69,2645,60,0.622,0
"5985","Existing Customer","M",5,"Uneducated","Married","$40K - $60K","Blue",4,2,3,1438.3,0,0.677,4596,82,0.745,0
"5986","Existing Customer","M",5,"Uneducated","Single","$60K - $80K","Blue",3,3,2,24512,766,0.509,4561,78,0.368,0.031
"5987","Attrited Customer","F",3,"High School","Single","$40K - $60K","Blue",1,3,2,1654,1474,0.586,2086,47,0.621,0.891
"5988","Existing Customer","M",1,"Graduate","Single","$80K - $120K","Blue",6,1,2,21430,0,0.511,3561,57,0.676,0
"5989","Existing Customer","M",1,"Graduate","Married","$120K +","Silver",4,3,3,34516,1915,0.625,3828,65,1.321,0.055
"5990","Existing Customer","M",4,"Uneducated","Married","$40K - $60K","Blue",6,3,2,1438.3,759,0.858,4446,86,0.72,0.528
"5991","Existing Customer","F",2,"Doctorate","Single","Less than $40K","Blue",5,2,3,2800,1559,0.598,4253,83,0.694,0.557
