Donnor_ID,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftAvgLast,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftTimeFirst,GiftTimeLast
00105296,$12.00,$9.00,$15.00,$15.00,2,3,1,2,40,17
00105305,$5.20,$4.75,$5.20,$4.00,5,20,5,11,113,21
00190560,$4.17,$3.73,$4.50,$3.00,6,22,2,12,125,8
00105325,$3.20,$2.45,$2.67,$5.00,10,37,6,20,126,17
00105331,$12.50,$12.50,,$20.00,2,2,0,0,30,18
00105347,$12.50,$8.42,$10.00,$15.00,4,12,1,4,74,16
00105371,$16.67,$17.18,$10.00,$20.00,3,17,1,11,105,20
00105393,$18.63,$17.31,$17.80,$15.00,8,16,5,10,102,16
00105383,$9.50,$8.20,$9.50,$15.00,4,5,4,5,41,15
00114575,$18.50,$8.38,$18.50,$21.00,2,8,2,5,88,24
00019829,$11.00,$11.00,,$17.00,2,2,0,0,32,18
00105415,$17.50,$11.67,,$20.00,2,6,0,2,104,18
00105431,$18.50,$11.40,$18.50,$25.00,2,5,2,3,41,24
00105459,$5.50,$5.17,$5.33,$3.00,8,12,6,6,43,15
00189199,$16.67,$16.67,$10.00,$20.00,3,3,1,1,33,18
00188304,$10.57,$10.55,$10.80,$25.00,7,20,5,10,89,6
00105546,$17.00,$11.50,,$18.00,2,8,0,4,92,18
00105579,$15.00,$15.00,$15.00,$15.00,1,1,1,1,21,21
00105616,$15.00,$12.25,$15.00,$15.00,4,20,2,10,125,15
00105641,$10.67,$8.00,$10.00,$12.00,3,11,2,7,63,18
00105650,$10.00,$4.33,$10.00,$10.00,2,12,1,7,117,21
00002162,$10.50,$9.69,$10.00,$7.00,4,13,2,8,93,19
00105660,$12.50,$9.00,$10.00,$10.00,2,7,1,3,80,24
00105691,$20.00,$15.00,$20.00,$20.00,1,2,1,2,57,16
00105484,$7.33,$7.33,$7.33,$10.00,3,3,3,3,24,17
00105709,$5.77,$4.22,$5.33,$6.00,13,46,9,25,128,15
00105707,$10.00,$8.53,,$10.00,1,15,0,6,121,17
00160716,$5.63,$4.89,$5.80,$5.00,8,26,5,14,121,17
00105735,$12.67,$9.67,$12.00,$14.00,3,33,2,15,129,26
00002320,$4.63,$3.84,$4.50,$3.00,8,31,6,17,88,16
00105741,$20.00,$17.00,$20.00,$20.00,2,10,2,6,76,22
00104367,$7.20,$7.67,$7.00,$8.00,5,6,4,4,28,18
00105755,$18.50,$17.33,,$20.00,2,3,0,1,43,26
00105768,$25.67,$16.33,$25.00,$32.00,3,6,1,3,45,18
00010564,$18.00,$14.57,$20.00,$20.00,2,7,1,3,105,22
00002687,$6.50,$6.23,$6.43,$3.00,8,31,7,21,126,8
00105827,$16.17,$12.89,$20.00,$25.00,6,19,3,8,69,6
00105823,$8.00,$6.50,$6.67,$5.00,5,10,3,4,65,15
00114000,$12.00,$9.50,$12.00,$12.00,3,28,2,19,128,15
00009641,$17.00,$15.43,$14.00,$25.00,2,14,1,5,88,6
00179196,$17.20,$14.50,$17.75,$21.00,5,8,4,4,40,16
00105861,$29.00,$24.17,$29.00,$29.00,2,6,1,2,69,21
00105867,$20.00,$20.00,,$20.00,1,1,0,0,16,16
00105888,$15.00,$10.00,,$15.00,1,2,0,0,30,18
00105815,$14.80,$14.80,$13.33,$20.00,5,5,3,3,35,18
00105930,$6.25,$5.52,$6.67,$5.00,4,23,3,13,130,19
00105923,$7.40,$5.86,$8.00,$9.00,5,21,4,14,111,17
00005822,$9.67,$6.08,$10.00,$5.00,3,40,1,12,125,20
00105984,$16.00,$12.17,$17.00,$20.00,3,6,2,4,74,21
00106018,$7.56,$6.61,$7.17,$9.00,9,28,6,17,126,18
00106058,$20.00,$9.71,,$20.00,2,7,0,3,90,19
00106053,$20.00,$11.25,,$20.00,1,4,0,1,53,26
00106139,$14.00,$10.00,,$14.00,1,16,0,4,122,26
00106161,$4.75,$4.97,$4.86,$6.00,8,29,7,19,130,16
00106190,$10.00,$7.31,,$10.00,1,13,0,9,130,26
00106209,$5.88,$5.60,$5.71,$6.00,8,10,7,8,41,17
00106204,$12.67,$12.67,$11.50,$15.00,3,3,2,2,30,18
00106235,$5.00,$5.00,$5.00,$5.00,4,18,1,8,125,18
00106249,$12.75,$8.94,$14.50,$12.00,4,16,2,10,126,15
00106285,$0.00,$20.00,,$20.00,0,1,0,0,19,19
00106308,$10.40,$9.00,$11.00,$10.00,5,11,2,6,101,18
00106318,$10.50,$9.14,$11.67,$10.00,4,7,3,4,57,18
00106366,$17.50,$15.00,$15.00,$20.00,2,3,1,2,41,17
00106384,$9.45,$8.78,$9.50,$9.00,11,55,8,25,129,17
00106430,$13.00,$10.00,$13.00,$15.00,4,10,3,6,102,20
00004991,$23.00,$16.79,$23.00,$23.00,1,14,1,6,64,15
00191134,$5.45,$5.81,$6.25,$5.00,10,18,4,8,51,15
00106488,$25.71,$21.07,$25.00,$25.00,7,15,4,8,103,15
00106508,$12.00,$12.00,$11.50,$13.00,4,4,2,2,33,18
00106507,$10.00,$10.00,$10.00,$10.00,4,4,2,2,33,19
00106583,$8.33,$5.55,$8.00,$10.00,6,21,5,16,123,20
00106610,$15.00,$10.50,$15.00,$15.00,1,8,1,6,93,24
00106600,$9.00,$8.00,,$10.00,3,4,0,0,30,18
00010031,$10.00,$7.29,$11.00,$10.00,2,14,1,4,63,10
00076076,$13.43,$9.44,$14.80,$26.00,7,16,5,9,65,20
00106633,$5.13,$5.29,$5.00,$5.00,8,14,7,10,53,19
00106639,$15.00,$15.00,$15.00,$15.00,1,1,1,1,17,17
00106649,$26.00,$19.60,,$26.00,1,5,0,1,65,26
00007852,$8.67,$8.86,$8.00,$7.00,3,22,2,9,125,6
00106686,$10.00,$7.33,$10.00,$10.00,5,15,4,12,120,16
00106685,$8.50,$5.24,$7.00,$10.00,2,17,1,11,130,18
00106820,$38.67,$31.50,$38.67,$50.00,3,4,3,4,40,18
00106698,$7.33,$7.33,$6.00,$7.00,3,3,2,2,23,16
00107006,$12.50,$10.33,$9.00,$15.00,4,18,2,8,56,19
00106785,$18.50,$8.80,$25.00,$25.00,2,10,1,8,119,24
00106786,$20.00,$20.00,,$20.00,1,1,0,0,16,16
00106808,$10.00,$17.41,,$10.00,3,22,0,9,127,15
00006028,$16.50,$13.58,$13.00,$20.00,4,43,2,13,125,27
00106910,$13.75,$13.33,$15.00,$20.00,4,6,2,3,40,18
00012328,$55.00,$48.00,$60.00,$100.00,4,5,2,2,36,24
00106862,$5.00,$3.76,$5.00,$5.00,5,21,2,12,106,15
00106846,$20.00,$20.00,$20.00,$20.00,1,1,1,1,24,24
00106850,$15.00,$15.00,,$15.00,4,4,0,0,32,18
00106867,$19.00,$19.00,$20.00,$17.00,3,3,2,2,24,18
00106898,$11.33,$6.63,$12.00,$10.00,3,19,2,13,127,18
00106896,$8.67,$6.25,,$10.00,3,18,0,8,126,18
00106895,$8.75,$6.89,$8.75,$10.00,4,19,4,15,126,23
00013727,$23.33,$20.46,$22.50,$33.00,3,13,2,5,52,7
00129766,$18.00,$15.29,$19.00,$19.00,2,7,1,4,56,21
00106917,$10.33,$10.33,$10.33,$15.00,3,3,3,3,33,16
00005365,$10.00,$6.35,,$9.00,4,23,0,7,97,13
00092058,$15.00,$15.00,$10.00,$20.00,2,2,1,1,22,15
00106963,$15.00,$10.86,$15.00,$15.00,2,7,1,4,84,25
00186482,$10.33,$7.83,$10.00,$11.00,3,12,1,7,105,8
00106998,$11.00,$7.28,$11.00,$11.00,1,16,1,8,127,17
00107040,$10.00,$7.08,$10.00,$10.00,4,13,3,6,122,18
00107039,$15.00,$8.53,$15.00,$15.00,1,17,1,10,129,21
00107057,$15.00,$10.71,,$15.00,1,7,0,2,81,20
00107032,$65.00,$35.22,,$70.00,2,9,0,3,92,18
00107052,$7.50,$7.09,$6.67,$6.00,4,11,3,6,52,16
00107070,$14.67,$9.71,,$16.00,3,7,0,2,53,18
00107137,$15.00,$11.20,$15.00,$15.00,1,5,1,4,75,18
00107188,$32.50,$14.29,$10.00,$100.00,4,21,2,14,124,18
00107298,$87.50,$38.00,$75.00,$33.00,2,10,1,3,75,17
00107195,$15.00,$15.00,$15.00,$15.00,1,1,1,1,16,16
00107235,$10.00,$7.21,$10.00,$12.00,3,14,3,6,81,16
00107264,$13.00,$13.00,,$16.00,2,2,0,0,30,20
00107279,$4.75,$4.00,$5.50,$6.00,4,6,2,3,41,17
00086097,$15.00,$15.00,,$15.00,1,1,0,0,16,16
00107321,$11.67,$3.27,$7.50,$20.00,3,26,2,14,125,16
00107328,$30.00,$30.00,$30.00,$30.00,1,1,1,1,17,17
00107344,$15.00,$15.00,$15.00,$15.00,1,1,1,1,18,18
00107379,$5.64,$5.21,$5.43,$5.00,11,29,7,15,122,16
00107408,$10.00,$4.67,$10.00,$10.00,2,15,2,13,125,17
00107413,$14.00,$9.43,$14.00,$10.00,2,14,2,6,103,18
00107427,$13.00,$10.00,$10.00,$16.00,2,14,1,7,92,15
00107431,$15.00,$15.00,$15.00,$15.00,1,1,1,1,23,23
00191547,$26.50,$21.85,$25.00,$28.00,2,20,1,9,101,18
00010399,$10.00,$10.00,$10.00,$10.00,3,6,3,3,26,17
00107486,$10.50,$9.33,$11.00,$10.00,4,15,2,12,126,19
00107472,$20.00,$20.00,$20.00,$20.00,1,1,1,1,23,23
00107492,$15.00,$15.00,$15.00,$15.00,1,1,1,1,20,20
00107523,$20.75,$20.75,$19.33,$25.00,4,4,3,3,28,18
00107593,$4.50,$3.40,$4.50,$2.00,6,20,2,6,75,15
00107537,$25.00,$13.00,,$25.00,1,5,0,2,57,18
00107569,$20.00,$36.11,,$20.00,1,9,0,6,93,26
00186706,$15.00,$14.00,,$15.00,2,5,0,1,40,8
00107618,$4.25,$2.36,$5.00,$5.00,4,18,1,11,103,18
00107644,$7.50,$6.19,$5.00,$10.00,2,16,1,9,123,15
00107651,$21.67,$20.10,$22.50,$20.00,3,10,2,5,95,15
00107658,$9.00,$6.93,$8.33,$3.00,5,14,3,7,78,15
00008855,$19.00,$9.39,$19.00,$20.00,2,28,2,11,123,6
00107692,$14.67,$10.08,$15.00,$16.00,3,12,1,7,119,18
00107698,$18.33,$16.25,$25.00,$25.00,3,4,1,1,20,15
00107727,$5.00,$5.28,$5.00,$5.00,12,43,5,19,130,15
00107718,$4.86,$3.44,$4.80,$5.00,7,18,5,9,76,16
00107709,$30.00,$28.33,,$30.00,2,3,0,0,41,26
00189426,$13.50,$8.43,$13.50,$15.00,2,7,2,6,93,17
00107787,$6.00,$4.27,$5.67,$6.00,6,22,3,11,130,15
00107693,$8.14,$7.35,$8.20,$10.00,7,26,5,14,102,17
00107816,$11.33,$8.38,$12.50,$15.00,3,8,2,4,88,21
00107815,$15.00,$10.40,$15.00,$15.00,2,5,1,2,56,21
00107813,$9.00,$9.00,$3.00,$15.00,2,2,1,1,33,18
00107844,$7.14,$7.00,$7.80,$6.00,7,28,5,20,128,19
00108923,$25.00,$25.00,$25.00,$25.00,1,1,1,1,23,23
00107894,$6.67,$5.25,$6.67,$10.00,3,12,3,7,111,18
00108447,$10.00,$6.25,$10.00,$10.00,3,12,2,6,90,16
00107944,$10.00,$9.29,$10.00,$10.00,3,17,2,12,122,16
00107938,$15.00,$9.23,$15.00,$15.00,1,13,1,5,110,16
00053269,$7.40,$5.39,$7.50,$9.00,5,23,4,17,119,16
00108014,$9.80,$9.00,$10.00,$9.00,5,6,3,4,40,16
00108029,$7.00,$4.88,$7.00,$7.00,2,16,1,4,69,18
00108050,$12.50,$5.20,,$15.00,2,15,0,10,130,19
00108115,$24.25,$13.27,$24.25,$24.00,4,22,4,13,123,23
00108397,$10.89,$8.46,$11.33,$12.00,9,24,6,14,74,21
00108158,$4.17,$3.95,$3.67,$6.00,6,20,3,10,113,18
00108150,$20.00,$15.20,$20.00,$20.00,2,5,1,2,67,18
00108176,$9.83,$7.87,$10.00,$10.00,6,30,5,20,130,19
00108181,$9.40,$8.75,$9.25,$11.00,5,8,4,6,52,16
00108178,$12.50,$12.00,$13.33,$20.00,4,5,3,3,35,19
00108197,$5.29,$5.29,$5.00,$5.00,7,7,3,3,36,15
00108215,$8.50,$5.95,$8.50,$10.00,2,22,2,10,130,21
00108248,$13.00,$6.40,,$13.00,1,15,0,5,122,25
00108268,$11.00,$9.86,,$10.00,2,14,0,6,122,18
00108420,$9.20,$8.91,$7.33,$20.00,5,11,3,6,54,18
00108274,$20.00,$20.00,$20.00,$20.00,1,1,1,1,17,17
00108316,$22.00,$18.50,$20.00,$24.00,3,8,1,2,77,18
00108326,$10.50,$8.14,$10.00,$12.00,4,7,1,3,44,18
00108381,$18.00,$15.67,$17.33,$15.00,4,9,3,6,76,21
00108371,$23.75,$24.17,$23.33,$25.00,4,6,3,3,33,18
00108453,$16.50,$12.00,$16.67,$16.00,4,8,3,4,77,15
00004917,$13.67,$9.79,$14.00,$15.00,3,19,1,8,112,18
00108487,$10.80,$9.62,$11.00,$12.00,5,21,2,12,106,18
00108503,$13.75,$11.67,$10.00,$15.00,4,24,1,11,125,18
00108583,$21.00,$13.40,,$21.00,1,5,0,2,77,20
00108573,$20.00,$20.00,,$20.00,1,1,0,0,19,19
00108364,$25.00,$25.00,$25.00,$25.00,1,1,1,1,16,16
00108614,$11.00,$11.00,$15.00,$15.00,2,2,1,1,28,18
00108635,$13.00,$8.50,,$15.00,2,4,0,2,52,19
00108650,$20.00,$20.00,$20.00,$20.00,1,1,1,1,17,17
00108705,$20.00,$15.17,$20.00,$20.00,2,6,1,4,93,17
00108711,$6.71,$6.20,$6.33,$8.00,7,15,3,7,65,17
00012822,$7.67,$6.67,$9.33,$8.00,6,27,3,10,68,17
00108724,$10.00,$6.85,$10.00,$10.00,4,13,2,9,128,18
00108781,$21.00,$15.25,$21.00,$15.00,1,4,1,2,53,18
00108820,$4.83,$4.83,$4.80,$5.00,6,6,5,5,36,16
00108760,$21.50,$15.00,$21.50,$21.00,4,10,4,8,73,20
00108819,$4.75,$4.33,$5.50,$4.00,4,6,2,2,29,15
00005261,$11.10,$9.48,$11.38,$10.00,10,25,8,13,53,20
00108836,$9.00,$8.31,$9.00,$10.00,5,13,4,9,130,17
00107895,$3.57,$3.19,$3.00,$5.00,7,42,3,17,113,15
00185384,$15.00,$10.00,$15.00,$5.00,1,2,1,1,15,13
00189188,$8.67,$8.50,$8.00,$8.00,3,4,2,3,24,16
00006755,$15.00,$13.75,,$15.00,2,8,0,4,102,18
00108905,$16.17,$12.53,$13.50,$20.00,6,19,2,8,75,18
00108883,$15.00,$15.00,$15.00,$15.00,1,1,1,1,15,15
00108919,$10.67,$9.50,$10.50,$12.00,6,8,4,6,56,19
00108926,$20.00,$15.00,$20.00,$20.00,1,2,1,1,29,23
00108438,$30.00,$30.00,$30.00,$30.00,1,1,1,1,16,16
00108976,$25.00,$13.75,$25.00,$25.00,2,16,1,8,121,21
00121652,$10.00,$9.00,$10.00,$10.00,4,5,1,2,45,19
00108983,$16.00,$12.00,$17.00,$17.00,2,8,1,6,104,17
00108989,$15.00,$15.00,$15.00,$15.00,5,7,2,2,33,18
00109005,$15.00,$15.00,$15.00,$15.00,1,1,1,1,24,24
00109090,$9.00,$7.50,$8.75,$13.00,5,8,4,5,41,18
00109070,$11.00,$6.36,$12.00,$12.00,2,28,1,16,127,20
00109083,$8.80,$8.80,$8.25,$9.00,5,5,4,4,33,22
00109084,$22.50,$18.33,$22.50,$25.00,2,3,2,3,41,17
00109099,$7.40,$6.43,$7.75,$7.00,5,7,4,5,41,18
00109137,$12.50,$12.50,$12.50,$15.00,2,2,2,2,29,24
00117959,$20.00,$11.20,,$20.00,1,5,0,1,84,25
00109354,$15.33,$15.33,$16.00,$20.00,3,3,1,1,28,18
00109176,$6.67,$6.25,$5.00,$10.00,3,4,2,2,29,15
00109179,$14.00,$10.18,,$14.00,2,11,0,6,113,15
00109203,$25.00,$25.00,,$25.00,1,1,0,0,15,15
00109208,$12.50,$12.50,$10.00,$15.00,2,2,1,1,27,17
00050188,$20.00,$20.00,,$20.00,1,1,0,0,20,20
00109225,$12.33,$8.81,$13.00,$13.00,3,26,1,15,125,19
00109240,$5.71,$6.32,$5.25,$5.00,7,28,4,17,105,15
00109235,$13.00,$12.25,,$12.00,3,4,0,0,40,15
00109246,$15.00,$11.00,,$15.00,1,4,0,2,62,19
00109287,$5.00,$4.36,$4.75,$5.00,5,11,4,6,85,18
00109281,$19.00,$10.20,,$19.00,1,5,0,1,63,20
00109330,$15.00,$9.50,,$15.00,1,4,0,3,81,26
00109356,$13.67,$13.67,$15.00,$15.00,3,3,1,1,32,20
00109353,$12.50,$12.50,$12.50,$15.00,2,2,2,2,31,17
00110988,$0.00,$15.00,,$25.00,0,4,0,1,52,18
00109451,$12.50,$7.25,$10.00,$25.00,6,36,3,17,126,18
00109449,$14.00,$11.00,$16.00,$12.00,2,17,1,8,124,26
00109429,$16.00,$16.00,$16.00,$16.00,1,1,1,1,17,17
00109450,$11.00,$7.55,$11.00,$11.00,3,22,2,14,129,22
00109462,$15.00,$15.00,,$15.00,1,1,0,0,15,15
00005404,$20.00,$17.54,,$20.00,1,13,0,11,122,18
00109520,$15.00,$9.00,,$15.00,1,2,0,0,31,18
00109514,$6.00,$5.67,$6.33,$6.00,5,6,3,3,32,19
00109470,$18.00,$18.00,$18.00,$18.00,1,1,1,1,17,17
00109480,$26.60,$16.33,$19.00,$31.00,5,18,1,6,123,18
00109492,$4.13,$3.84,$4.40,$5.00,8,25,5,11,89,22
00005949,$15.00,$12.63,$15.00,$16.00,2,8,2,7,101,18
00109536,$6.67,$7.29,$6.00,$6.00,3,24,1,13,130,17
00109539,$18.50,$13.73,,$20.00,2,15,0,11,129,21
00109533,$25.00,$7.50,$25.00,$25.00,2,16,1,10,104,20
00109646,$10.75,$9.47,$11.33,$10.00,12,36,6,13,69,18
00109559,$11.75,$11.75,$10.00,$15.00,4,4,1,1,32,17
00109583,$4.40,$4.00,$4.00,$2.00,5,19,3,10,125,17
00109576,$10.00,$15.00,$10.00,$20.00,1,2,1,1,23,18
00109662,$15.00,$11.54,$15.00,$15.00,3,13,1,6,111,18
00109675,$15.00,$9.50,$15.00,$15.00,1,4,1,2,55,19
00109680,$10.00,$7.62,$10.25,$11.00,6,31,4,17,130,18
00109683,$9.33,$12.60,$9.00,$25.00,3,5,2,3,45,18
00109710,$6.50,$6.18,$7.00,$7.00,4,33,3,18,126,17
00109759,$10.00,$3.56,$10.00,$12.00,1,27,1,14,125,24
00109751,$10.00,$9.00,$10.00,$10.00,5,16,4,10,80,21
00109771,$10.00,$7.00,,$10.00,2,16,0,7,124,18
00109778,$10.00,$8.83,$10.00,$10.00,5,6,3,4,40,16
00109196,$6.43,$5.94,$6.25,$6.00,7,31,4,16,129,23
00109758,$25.00,$19.17,,$25.00,1,18,0,7,110,26
00109829,$25.00,$10.44,$25.00,$25.00,1,9,1,6,117,21
00109848,$17.00,$12.14,,$17.00,1,7,0,4,112,26
00109858,$13.67,$9.70,$15.00,$15.00,3,10,1,5,88,24
00029010,$18.00,$18.00,$18.00,$18.00,1,1,1,1,16,16
00011991,$18.33,$17.00,$22.50,$25.00,3,8,2,3,43,21
00109950,$8.25,$8.25,$8.00,$5.00,4,4,1,1,32,15
00109961,$10.00,$10.00,$5.00,$20.00,3,3,1,1,29,18
00109984,$18.00,$10.71,,$18.00,1,7,0,2,68,18
00109986,$10.67,$9.00,$11.00,$10.00,3,5,2,2,24,19
00109996,$18.00,$15.40,$17.00,$19.00,2,5,1,2,76,18
00110068,$14.67,$11.13,$15.00,$16.00,6,15,4,11,122,18
00110094,$12.50,$10.00,$12.50,$15.00,2,5,2,3,105,16
00110151,$14.50,$10.67,,$13.00,2,12,0,6,101,19
00011618,$18.00,$10.87,$18.00,$18.00,1,15,1,9,125,24
00110289,$12.50,$12.50,,$15.00,2,2,0,0,26,15
00110236,$10.40,$8.20,$10.67,$10.00,5,10,3,5,69,21
00110281,$15.33,$9.00,$15.00,$16.00,3,12,2,7,102,17
00110291,$13.26,$9.47,$13.26,$14.00,3,8,3,8,93,21
00110292,$20.00,$12.00,,$20.00,1,6,0,4,130,20
00110308,$9.00,$8.00,,$10.00,3,4,0,1,41,18
00110326,$32.50,$32.50,,$40.00,2,2,0,0,28,19
00110368,$8.00,$8.00,$8.00,$10.00,2,4,2,2,28,18
00110425,$20.00,$13.33,,$20.00,1,3,0,1,39,25
00110509,$5.17,$5.18,$5.17,$5.00,6,17,6,9,64,21
00110519,$15.67,$10.71,$16.00,$17.00,3,17,2,9,106,21
00110539,$20.00,$10.38,,$25.00,2,16,0,8,128,18
00110538,$13.75,$9.21,$20.00,$15.00,4,14,1,7,124,19
00110581,$16.50,$16.50,$23.00,$23.00,2,2,1,1,20,20
00109670,$20.00,$20.00,,$20.00,1,1,0,0,15,15
00110633,$0.00,$20.00,,$20.00,0,1,0,0,19,19
00110639,$6.00,$5.25,$4.00,$5.00,3,4,2,2,29,16
00110658,$21.25,$22.00,$17.50,$25.00,4,5,2,2,33,25
00110681,$10.00,$6.24,,$10.00,1,17,0,13,126,26
00110721,$20.00,$20.00,$20.00,$20.00,1,2,1,2,41,18
00110712,$25.00,$25.00,$25.00,$25.00,1,1,1,1,17,17
00189408,$8.00,$7.75,$9.00,$7.00,4,8,3,6,75,22
00110765,$11.50,$11.50,$11.00,$11.00,4,12,2,7,116,19
00110789,$15.00,$8.20,,$15.00,3,15,0,7,123,18
00007991,$15.00,$10.14,$15.00,$15.00,1,7,1,4,104,21
00074774,$15.00,$15.00,$15.00,$15.00,1,1,1,1,24,24
00003612,$11.67,$10.80,$11.67,$25.00,3,10,3,5,81,15
00186153,$9.60,$9.41,$9.00,$10.00,5,29,1,11,128,6
00110814,$20.00,$20.00,,$20.00,1,1,0,0,16,16
00110847,$4.78,$5.23,$4.83,$5.00,9,55,6,25,128,15
00007592,$10.75,$7.92,$10.67,$11.00,4,26,3,17,128,15
00110871,$5.00,$4.00,$5.00,$5.00,4,21,1,8,126,16
00110876,$7.50,$6.18,$10.00,$10.00,2,17,1,10,130,21
00110951,$12.00,$8.36,$12.00,$6.00,4,14,3,7,52,17
00110979,$17.00,$12.40,,$18.00,2,10,0,7,119,20
00014272,$13.67,$12.67,,$15.00,3,15,0,5,75,18
00189954,$15.00,$8.11,$15.00,$10.00,2,18,1,10,127,18
00111023,$20.00,$15.00,$20.00,$20.00,2,6,2,4,89,24
00111021,$18.33,$12.50,$22.50,$10.00,3,6,2,2,44,7
00111027,$7.00,$6.60,$7.00,$7.00,4,5,1,1,30,15
00111045,$14.67,$10.36,$14.00,$16.00,3,14,1,8,100,18
00117882,$17.67,$11.67,$13.00,$20.00,3,6,1,4,59,18
00117877,$9.00,$9.17,$10.00,$10.00,5,6,2,2,32,8
00111137,$18.00,$17.63,$19.00,$19.00,2,8,1,5,113,17
00003995,$10.40,$8.83,$11.00,$10.00,5,12,2,6,102,15
00111061,$18.50,$14.50,$18.50,$25.00,2,6,2,3,57,21
00111078,$9.60,$8.11,$10.00,$10.00,5,9,3,4,41,17
00111117,$5.40,$4.44,$5.00,$3.00,5,9,2,2,43,18
00111142,$10.00,$7.35,$11.00,$11.00,2,20,1,10,129,17
00190769,$10.83,$10.00,$10.80,$10.00,6,7,5,5,39,17
00110189,$10.00,$10.00,$10.00,$15.00,2,3,2,2,28,22
00005854,$7.08,$6.27,$6.71,$10.00,12,22,7,11,105,15
00012832,$12.33,$10.40,$11.00,$15.00,3,5,2,2,31,15
00128408,$9.50,$7.89,$9.33,$9.00,8,19,6,13,110,21
00111284,$5.33,$4.27,$5.40,$7.00,6,11,5,7,81,16
00111295,$10.00,$9.17,$10.00,$10.00,4,6,2,3,41,18
00111316,$7.50,$7.00,,$10.00,2,14,0,4,88,18
00111391,$4.17,$4.17,$3.00,$10.00,6,6,3,3,33,18
00111371,$11.00,$8.60,$11.00,$12.00,2,10,2,9,114,16
00020094,$25.50,$20.33,$25.50,$36.00,2,3,2,3,33,24
00111374,$22.50,$22.50,,$25.00,2,2,0,0,32,19
00111380,$12.00,$7.13,,$12.00,1,15,0,4,113,25
00111281,$15.00,$8.00,,$15.00,1,5,0,2,76,22
00110822,$14.00,$12.40,$10.00,$18.00,3,5,1,2,41,15
00111419,$8.00,$7.23,$10.00,$10.00,2,22,1,10,131,18
00111459,$16.29,$13.54,$16.00,$16.00,7,13,4,6,62,22
00111453,$8.75,$8.75,$8.00,$10.00,4,4,3,3,29,15
00111474,$10.00,$7.30,$10.00,$10.00,7,33,4,12,80,15
00111488,$15.00,$11.00,$15.00,$15.00,2,7,1,5,93,22
00001779,$14.25,$13.00,$12.33,$17.00,4,8,3,6,45,7
00111584,$15.00,$17.50,,$15.00,1,2,0,0,44,20
00111592,$24.00,$17.45,$25.00,$27.00,3,11,1,7,127,18
00111603,$11.67,$11.67,$5.00,$15.00,3,3,1,1,29,16
00111615,$16.67,$12.33,$10.00,$20.00,3,15,1,10,127,15
00111597,$11.50,$11.00,$15.00,$15.00,2,3,1,1,20,15
00111606,$6.67,$6.13,$8.00,$7.00,6,8,4,4,32,20
00014487,$100.00,$44.67,$100.00,$100.00,1,9,1,2,67,6
00111656,$22.50,$22.50,$22.50,$25.00,2,2,2,2,29,19
00111708,$12.00,$9.00,$12.00,$14.00,4,11,3,6,76,16
00111711,$15.67,$10.60,$15.00,$16.00,3,10,1,6,98,26
00111704,$12.33,$10.40,$12.00,$15.00,6,10,4,5,45,16
00012490,$10.00,$9.29,$10.33,$11.00,4,7,3,4,45,17
00111774,$10.00,$8.20,$10.33,$11.00,6,15,3,7,81,18
00111795,$8.00,$5.00,$8.00,$5.00,2,15,2,10,127,18
00111833,$5.14,$5.00,$5.00,$5.00,7,15,3,7,92,15
00111861,$5.00,$3.60,$5.00,$5.00,3,20,1,8,121,18
00111875,$14.00,$9.67,,$10.00,1,15,0,10,105,18
00111852,$17.50,$12.82,$10.00,$25.00,6,11,3,5,44,19
00111854,$16.00,$13.50,$12.00,$20.00,2,4,1,3,49,19
00117100,$8.50,$6.20,$8.50,$6.00,2,5,2,3,44,16
00111909,$7.50,$6.67,$7.50,$5.00,2,3,2,2,24,19
00111918,$9.50,$7.08,$9.50,$9.00,4,26,2,11,130,18
00111942,$14.67,$11.50,$14.50,$15.00,3,6,2,4,75,24
00111949,$5.00,$4.61,$5.00,$5.00,7,33,4,17,91,19
00111981,$13.00,$8.00,$12.00,$14.00,3,13,2,6,111,21
00111983,$10.00,$9.20,$10.00,$10.00,3,5,3,3,30,18
00111990,$10.00,$8.88,$10.50,$15.00,3,17,2,12,129,18
00012049,$6.00,$6.30,$6.25,$7.00,5,30,4,15,125,5
00112025,$15.00,$15.00,,$15.00,1,1,0,0,16,16
00111485,$35.00,$29.57,$35.00,$30.00,3,7,3,6,57,17
00112068,$20.00,$15.00,,$20.00,1,2,0,0,39,18
00112084,$12.00,$14.44,$12.00,$12.00,1,25,1,17,130,21
00112146,$17.50,$10.14,$15.00,$20.00,2,7,1,3,100,18
00089210,$45.40,$44.73,$42.33,$50.00,5,11,3,8,124,18
00112148,$22.50,$14.43,,$25.00,2,7,0,5,102,19
00112163,$12.50,$10.29,,$15.00,2,7,0,4,105,18
00112167,$20.00,$20.00,,$20.00,1,1,0,0,18,18
00112182,$30.00,$19.40,,$30.00,1,5,0,2,92,18
00112211,$12.50,$12.50,$12.50,$20.00,2,2,2,2,21,16
00112221,$12.50,$12.50,$13.00,$15.00,4,4,1,1,32,18
00112259,$33.67,$25.65,$36.50,$40.00,3,10,2,4,104,16
00112327,$20.00,$7.43,$20.00,$20.00,1,7,1,6,91,21
00112319,$20.00,$17.00,$20.00,$20.00,2,5,2,4,75,18
00112309,$22.50,$22.50,,$25.00,2,2,0,0,32,18
