driver_id,CAR_USE,DISTANCE,VEHICLE_AGE,VEHICLE_TYPE,VEHICLE_VAL,MVR_PTS,REVOKED
4316511646,Private,72,17,Pickup,"$28,370",2,No
4316756354,Private,74,9,unknown,"$19,630",7,No
4318926038,Private,84,18,unknown,"$14,040",4,No
4319935564,Commercial,88,10,Panel Truck,"$26,310",1,No
4320215679,Commercial,89,3,Minivan,"$14,040",5,Yes
432032814,Private,79,18,Sports Car,"$6,300",0,No
4320471500,Private,73,13,Minivan,"$1,500",6,No
4320730439,Commercial,94,3,Pickup,"$10,700",6,Yes
4320960729,Private,64,3,unknown,"$19,840",10,No
4322358542,Private,80,14,unknown,"$12,140",5,No
4322442095,Private,62,3,unknown,"$10,910",8,No
4322576271,Private,50,8,unknown,"$8,210",0,No
4322858986,Commercial,79,3,Minivan,"$11,600",2,No
4324378427,Private,97,9,unknown,"$26,920",2,No
4326114436,Private,87,25,Minivan,"$23,840",8,No
4330223854,Private,77,14,Van,"$17,440",2,No
4330561131,Private,96,16,Minivan,"$8,360",2,No
4330582151,Private,77,,Minivan,"$15,790",2,No
4330888970,Private,126,7,Minivan,"$13,420",1,No
4331495755,Commercial,86,3,Pickup,"$9,460",2,No
4331763032,Private,89,,Minivan,"$12,260",0,No
4332442033,Commercial,77,22,Van,"$18,040",2,No
4332873887,Private,61,10,Pickup,"$25,250",2,Yes
4334158879,Commercial,86,3,Sports Car,"$19,450",2,No
4335224816,Private,137,3,unknown,"$7,280",2,No
4335397774,Private,108,,Sports Car,"$18,210",8,Yes
4335645418,Commercial,57,3,Panel Truck,"$24,680",4,No
4336348175,Private,51,18,unknown,"$6,200",5,No
4336582545,Commercial,77,10,Pickup,"$5,020",14,No
4336963536,Private,75,3,Sports Car,"$7,420",4,No
4337132465,Commercial,94,10,unknown,"$16,140",2,No
4337270192,Private,78,25,Minivan,"$30,250",2,No
4338919529,Commercial,67,3,unknown,"$12,400",6,No
4339718152,Private,82,3,unknown,"$14,760",4,No
4340490256,Commercial,101,7,Minivan,"$11,150",4,No
4340826176,Private,57,16,unknown,"$19,610",2,No
4340967264,Commercial,85,9,unknown,"$8,470",0,No
4342415468,Private,90,6,Minivan,"$4,630",4,Yes
4343374244,Private,77,10,unknown,"$10,460",0,Yes
4343757119,Private,62,12,Minivan,"$10,900",4,No
4344237860,Private,98,14,unknown,"$15,340",0,No
4344330191,Private,86,9,unknown,"$6,000",1,No
4344708867,Commercial,89,9,Minivan,"$12,470",2,Yes
4345086416,Private,74,3,Pickup,"$6,500",8,Yes
4345341717,Commercial,97,10,Panel Truck,"$30,340",0,No
4345657545,Private,68,3,Minivan,"$3,350",0,No
4346130122,Commercial,90,3,Minivan,"$28,160",0,No
4346299812,Commercial,62,16,Pickup,"$22,500",7,No
4346564033,Private,91,3,Sports Car,"$2,480",0,No
4346574140,Commercial,85,6,Pickup,"$22,930",6,No
4346579395,Private,63,,Minivan,"$25,250",0,No
4347388927,Private,84,10,unknown,"$8,270",10,No
4347966301,Commercial,90,13,Panel Truck,"$22,570",5,No
4348346294,Private,68,13,unknown,"$14,920",4,No
4348433788,Commercial,98,3,Pickup,"$8,920",0,No
4348667783,Commercial,75,3,Pickup,"$8,130",3,No
4349795273,Commercial,80,16,Van,"$18,560",3,No
4350078884,Private,115,10,unknown,"$12,580",5,No
4350097954,Private,86,3,Sports Car,"$6,120",0,No
4350619294,Commercial,55,11,Panel Truck,"$23,570",2,Yes
4351105855,Private,104,8,Minivan,"$7,370",7,No
4351621267,Commercial,84,11,Pickup,"$16,360",8,No
4351750519,Private,90,3,Minivan,"$18,170",4,No
4351840196,Private,79,,Van,"$16,460",6,No
4351959227,Commercial,95,8,Minivan,"$18,010",1,No
4352418309,Commercial,75,14,Panel Truck,"$28,300",0,No
4353193731,Private,74,25,Minivan,"$14,920",0,Yes
4353208541,Commercial,78,8,Panel Truck,"$23,210",0,No
4353333839,Private,77,11,unknown,"$13,410",6,No
4353702484,Private,98,6,unknown,"$5,860",2,Yes
4355350742,Private,95,3,unknown,"$1,950",10,Yes
4355660645,Commercial,83,11,unknown,"$15,330",6,Yes
4355926874,Private,77,8,unknown,"$7,250",2,No
4356682745,Private,108,8,unknown,"$8,330",7,No
4357036772,Private,115,16,unknown,"$11,740",3,No
4357540878,Commercial,69,7,Pickup,"$18,570",0,No
4357907658,Commercial,69,3,Pickup,"$6,900",7,No
4358509461,Private,65,21,Minivan,"$24,400",9,No
4358719351,Private,107,,Minivan,"$7,250",0,No
4359787363,Commercial,89,3,Minivan,"$12,000",0,No
4361210816,Private,74,11,unknown,"$11,130",7,No
4362126083,Commercial,90,9,Minivan,"$15,120",0,No
4363082523,Private,91,3,Minivan,"$12,830",3,Yes
4363570195,Private,99,13,unknown,"$22,810",0,No
4363733826,Commercial,60,17,Panel Truck,"$29,370",3,No
4363988899,Private,87,12,unknown,"$16,570",0,No
4366825676,Private,67,3,unknown,"$9,210",3,No
4367010172,Private,91,18,unknown,"$15,570",5,No
4367495278,Private,99,,Minivan,"$14,400",4,No
4368008616,Private,75,,Sports Car,"$9,240",3,No
4369358107,Private,100,3,unknown,"$9,590",0,No
4371333624,Private,90,,Minivan,"$13,940",3,No
4371599832,Commercial,77,10,Van,"$21,510",0,No
4372051509,Commercial,79,3,Minivan,"$13,540",2,No
4372716133,Private,57,9,unknown,"$7,530",5,No
4373337458,Commercial,84,11,Van,"$21,430",4,No
4374053246,Commercial,80,11,Pickup,"$27,570",2,No
4374362806,Commercial,62,12,Pickup,"$6,960",0,No
4374480863,Commercial,85,17,Panel Truck,"$27,910",7,No
4377063404,Commercial,50,,Panel Truck,"$26,320",7,No
4379070273,Private,97,3,Pickup,"$9,940",4,No
4379990096,Private,70,,unknown,"$1,500",2,No
4380645539,Private,80,13,Sports Car,"$12,290",3,No
4381351461,Private,58,,unknown,"$11,120",2,Yes
4383296241,Private,60,12,Minivan,"$33,070",1,No
4384052709,Commercial,80,,unknown,"$19,450",7,No
4384291236,Private,82,15,Pickup,"$29,340",1,No
4385186108,Commercial,70,15,Pickup,"$17,120",2,No
4385267727,Private,57,3,unknown,"$16,370",3,Yes
4386633377,Private,64,9,Minivan,"$13,330",4,Yes
4386745810,Private,80,15,unknown,"$26,720",4,No
4387527085,Commercial,65,12,unknown,"$5,500",0,Yes
4388180316,Private,93,3,Minivan,"$13,470",2,No
4389359786,Commercial,86,3,Pickup,"$8,270",0,No
4390662392,Private,73,22,Minivan,"$30,660",2,No
4393030224,Private,71,3,unknown,"$9,070",2,No
4393091102,Private,69,21,Minivan,"$12,710",2,No
4394566666,Private,84,12,unknown,"$6,800",2,No
439572565,Commercial,61,3,Sports Car,"$6,360",2,No
4395737887,Private,89,22,Sports Car,"$17,460",8,No
4396092611,Commercial,88,15,Panel Truck,"$34,700",5,No
4396129952,Private,86,10,unknown,"$20,030",4,Yes
4396607703,Private,81,16,Minivan,"$21,290",4,No
4396628413,Private,73,22,unknown,"$10,250",6,No
4396739210,Commercial,78,9,Pickup,"$6,780",11,No
4396917825,Commercial,95,3,Van,"$18,930",7,Yes
4397277655,Commercial,83,3,Panel Truck,"$24,870",2,No
4398194749,Private,50,16,Minivan,"$14,350",2,No
4399289867,Private,87,16,unknown,"$15,780",3,No
4399629679,Private,94,22,Minivan,"$15,400",7,No
4400029846,Commercial,80,8,Pickup,"$12,020",2,No
4402748888,Private,81,10,Sports Car,"$8,750",2,No
4403512553,Commercial,79,3,Van,"$16,710",2,Yes
4403755377,Private,62,11,unknown,"$17,830",5,No
4403900756,Private,74,16,Minivan,"$24,030",0,No
4405503338,Private,86,3,unknown,"$18,510",0,No
4407386007,Private,95,9,Pickup,"$11,300",0,No
4408334167,Private,61,3,unknown,"$5,410",10,Yes
4409782554,Commercial,75,3,Minivan,"$18,020",0,No
4411005280,Private,130,11,Van,"$21,050",2,No
4411396680,Private,63,14,Minivan,"$16,140",2,No
4412814810,Private,54,3,Sports Car,"$6,100",3,No
4415189797,Private,104,3,unknown,"$1,500",3,Yes
4415822288,Commercial,86,14,Pickup,"$22,210",4,No
4416750000,Private,62,22,Van,"$38,940",5,No
4418692500,Private,78,9,unknown,"$10,320",1,No
4419314849,Commercial,78,9,Van,"$19,380",2,No
4420203341,Commercial,90,10,Pickup,"$9,790",4,No
4420281407,Commercial,86,3,Van,"$22,280",2,No
4421506669,Private,98,19,unknown,"$22,440",3,No
4421518161,Commercial,88,3,Pickup,"$6,120",4,No
4422820877,Private,75,3,Sports Car,"$1,500",4,Yes
4423136307,Private,84,15,Minivan,"$31,480",5,No
4423597646,Commercial,50,3,Sports Car,"$16,330",7,No
4424263477,Private,60,3,Sports Car,"$15,320",0,No
4424827782,Private,80,12,Minivan,"$15,680",0,No
4425287577,Private,109,12,unknown,"$17,010",12,Yes
4427434789,Private,85,20,Van,"$21,950",4,Yes
4429143443,Commercial,83,3,Panel Truck,"$22,610",10,No
4429497365,Commercial,111,3,Minivan,"$15,930",0,No
4430681954,Commercial,67,8,Minivan,"$24,060",7,No
4430818450,Private,61,9,unknown,"$9,810",0,No
4431116424,Private,70,18,Minivan,"$23,610",2,No
4432044422,Private,98,12,unknown,"$16,450",5,No
4432244760,Private,73,12,Minivan,"$18,960",7,No
4434987915,Private,97,7,Pickup,"$9,960",2,No
4435044505,Private,63,3,unknown,"$12,310",2,No
4436384665,Private,72,8,Van,"$18,820",2,No
4437312119,Private,68,9,Pickup,"$6,500",4,Yes
4438732092,Private,50,8,unknown,"$15,800",2,No
4439183245,Commercial,88,11,Panel Truck,"$26,370",9,No
4440467250,Commercial,65,3,unknown,"$11,840",3,Yes
4441519372,Private,58,22,unknown,"$17,200",5,No
4441791587,Private,84,10,unknown,"$8,240",1,No
4442074089,Private,79,11,unknown,"$6,280",3,No
4442814428,Private,83,12,Minivan,"$14,950",0,No
4445314792,Commercial,76,3,Pickup,"$9,260",6,Yes
4445856461,Private,98,3,Van,"$18,180",2,No
4446711605,Commercial,81,25,Pickup,"$20,860",2,Yes
4447753533,Commercial,57,8,Minivan,"$14,210",2,Yes
4449816816,Commercial,50,16,Pickup,"$6,200",2,No
4450244581,Private,69,10,Pickup,"$13,390",0,No
4454158462,Private,85,11,Van,"$16,610",2,No
4454483603,Commercial,62,23,Van,"$20,820",8,No
4454517306,Private,81,11,Minivan,"$12,420",4,No
4455681551,Private,70,13,Sports Car,"$13,460",10,No
4455694668,Private,74,19,unknown,"$14,850",8,Yes
4457404761,Private,69,,Sports Car,"$13,350",3,No
4458085618,Private,64,8,Minivan,"$15,990",4,No
4458555371,Private,76,23,unknown,"$5,600",5,No
4458848114,Private,65,,unknown,"$11,440",0,No
4459380642,Private,56,17,Pickup,"$34,460",3,No
4460015160,Private,80,5,unknown,"$15,550",2,Yes
4460867475,Commercial,72,3,unknown,"$5,950",5,No
4460951347,Private,68,3,unknown,"$6,600",3,Yes
4464317280,Commercial,85,12,Minivan,"$14,740",6,No
4464629169,Commercial,96,10,Minivan,"$1,500",3,No
4464629663,Commercial,78,3,Sports Car,"$14,480",7,No
4465235463,Commercial,81,12,Van,"$16,750",0,No
4465241725,Private,69,19,Minivan,"$25,130",2,No
4465789472,Private,97,3,Sports Car,"$6,620",5,No
4467489067,Private,58,,unknown,"$13,990",2,No
4468134241,Private,85,20,Minivan,"$16,260",7,No
4469055932,Commercial,55,8,Pickup,"$22,140",4,No
4472428769,Private,71,7,unknown,"$13,640",2,No
447252774,Private,94,7,unknown,"$6,250",7,No
4472747132,Private,80,14,unknown,"$21,260",3,No
4472883546,Private,105,15,Minivan,"$21,340",1,No
4474064143,Commercial,52,18,Van,"$16,490",4,No
4474607450,Private,60,9,Van,"$16,390",2,No
4475531261,Commercial,82,3,Pickup,"$7,880",7,No
4476809345,Commercial,91,3,Sports Car,"$5,200",7,No
447724697,Private,97,8,Minivan,"$7,660",6,No
4477758084,Private,85,12,unknown,"$12,220",2,No
4477826121,Private,82,17,Minivan,"$12,860",1,No
4478428070,Private,69,7,Sports Car,"$7,530",0,No
4479996093,Private,101,7,Minivan,"$4,300",3,No
4480350236,Private,81,10,Van,"$18,000",0,No
4480381443,Private,93,3,Van,"$20,330",2,No
4481723916,Private,65,15,Pickup,"$8,560",3,No
4481765257,Private,93,19,Minivan,"$31,980",2,Yes
4482383176,Private,82,13,unknown,"$6,820",4,No
4482567937,Private,75,3,unknown,"$15,050",4,No
4483948814,Commercial,88,16,Minivan,"$15,400",2,No
4484105511,Commercial,71,12,Panel Truck,"$28,210",2,No
448413179,Commercial,86,5,Minivan,"$29,490",2,No
4485553227,Private,64,3,unknown,"$20,060",4,No
4486013658,Commercial,93,3,Pickup,"$32,090",11,No
4486867661,Private,68,9,unknown,"$17,420",6,No
4488223021,Commercial,91,15,Panel Truck,"$24,770",6,No
4490867417,Private,76,13,unknown,"$15,530",0,No
4491089322,Commercial,95,3,Pickup,"$26,130",3,No
4491364194,Private,97,11,Minivan,"$20,960",0,No
4492152639,Private,70,3,Sports Car,"$8,770",0,No
4492848086,Private,87,3,unknown,"$15,860",4,Yes
4493314981,Commercial,61,3,Van,"$21,870",3,No
4493579515,Private,74,3,Pickup,"$10,100",7,Yes
4494655231,Private,61,14,Pickup,"$6,400",0,No
4494978598,Private,50,7,Sports Car,"$23,390",9,Yes
4495337850,Private,69,16,unknown,"$12,330",4,No
4496288424,Private,102,13,unknown,"$15,310",5,No
4496687197,Private,75,3,Minivan,"$13,730",7,No
4497113654,Private,50,14,unknown,"$15,480",0,No
4497215746,Commercial,57,3,Minivan,"$14,740",10,No
4498653278,Private,94,19,unknown,"$18,010",6,No
4499137193,Private,69,12,Pickup,"$7,000",2,No
4499180179,Private,91,3,unknown,"$9,960",9,No
4499396024,Commercial,67,17,Van,"$30,530",0,No
4499944990,Private,63,3,Pickup,"$6,000",7,No
4500100826,Private,78,,unknown,"$5,200",0,No
4501119146,Commercial,93,9,Pickup,"$10,600",2,No
4501793342,Private,67,5,unknown,"$5,170",0,No
4503191816,Private,75,9,Pickup,"$12,120",4,No
4503221407,Private,91,3,unknown,"$13,540",2,No
4503422248,Commercial,51,3,Pickup,"$4,800",2,No
4503668656,Commercial,111,8,unknown,"$6,240",1,No
4508472169,Commercial,76,8,Pickup,"$23,840",4,Yes
4510192513,Private,74,11,Minivan,"$14,880",2,No
4510789709,Private,62,7,Sports Car,"$4,600",0,No
4512442464,Commercial,66,3,Panel Truck,"$24,690",2,Yes
4512560799,Private,91,12,Pickup,"$7,310",1,No
4513713355,Commercial,100,3,Panel Truck,"$35,500",4,No
4514923439,Private,59,19,unknown,"$20,840",2,Yes
4516104752,Commercial,68,3,Pickup,"$18,870",7,No
4516435155,Private,83,13,Minivan,"$22,810",0,No
4516565657,Private,76,,unknown,"$21,980",4,Yes
4516749916,Commercial,71,3,Minivan,"$2,330",4,Yes
4517284102,Private,112,19,Minivan,"$18,420",6,Yes
4518165489,Private,78,11,Minivan,"$14,690",4,No
4519224574,Private,57,15,Minivan,"$13,530",2,No
4519908668,Commercial,90,3,Pickup,"$4,870",2,Yes
4522789373,Commercial,78,15,Panel Truck,"$26,040",2,No
4523031088,Commercial,83,3,Minivan,"$10,220",2,No
4523446601,Private,73,3,Pickup,"$8,280",0,No
4523584851,Private,67,3,unknown,"$13,090",7,No
4523875094,Private,135,8,unknown,"$4,070",0,No
4524058177,Private,76,12,Pickup,"$5,900",2,No
4524314572,Commercial,73,3,Van,"$21,130",2,No
4524950981,Private,103,17,Minivan,"$20,810",0,No
4525636552,Private,72,23,unknown,"$15,950",2,No
452623888,Private,89,11,Minivan,"$17,670",3,No
4526830129,Private,61,11,Sports Car,"$22,980",0,No
4526845954,Private,64,16,unknown,"$9,210",2,No
4527076882,Commercial,50,12,unknown,"$10,810",7,No
4527599722,Private,84,15,unknown,"$16,390",2,No
4527902660,Commercial,100,7,Minivan,"$17,330",4,No
4528684433,Commercial,79,13,Pickup,"$5,900",2,No
4528730757,Private,70,,unknown,"$7,590",6,No
4529898596,Private,72,16,unknown,"$18,480",2,Yes
4532200733,Commercial,66,3,Sports Car,"$22,740",4,No
4532769122,Private,80,3,unknown,"$10,240",5,No
4533296217,Commercial,85,3,Pickup,"$5,400",4,No
4533971240,Commercial,90,13,Van,"$17,390",7,No
4534085176,Private,83,11,Sports Car,"$24,320",7,No
4534090117,Commercial,88,10,Pickup,"$21,280",1,No
4534724070,Private,50,9,Minivan,"$1,500",3,No
4535318182,Private,102,20,Sports Car,"$28,170",4,Yes
4536415329,Private,98,16,Pickup,"$24,580",2,No
4536593819,Private,76,,Minivan,"$13,770",4,No
4538148744,Commercial,80,11,Pickup,"$11,140",4,No
4538848100,Commercial,58,12,Pickup,"$21,190",3,No
4539059291,Commercial,97,13,Sports Car,"$27,670",3,No
4539307708,Private,83,3,unknown,"$15,630",0,No
4540124502,Commercial,67,,Pickup,"$10,680",3,Yes
4542182281,Private,67,11,unknown,"$9,290",4,No
4543275195,Commercial,50,15,unknown,"$8,570",0,No
4543373349,Commercial,81,8,Pickup,"$11,110",4,No
4543558858,Commercial,116,9,Sports Car,"$8,170",1,No
4544595695,Private,50,14,unknown,"$8,870",7,No
4544888736,Private,80,12,Minivan,"$15,700",2,No
4544906368,Commercial,60,19,Pickup,"$15,560",2,Yes
4547681631,Commercial,74,11,Panel Truck,"$25,230",9,No
4547780850,Private,84,23,unknown,"$12,850",6,No
4551704068,Private,97,12,Minivan,"$24,690",9,No
4552237729,Private,76,3,Pickup,"$6,000",0,No
4552273705,Private,50,14,Minivan,"$12,530",8,No
4554142246,Private,76,11,Pickup,"$9,490",2,Yes
4554774214,Commercial,58,12,Van,"$22,330",4,No
4556900159,Commercial,87,10,Pickup,"$5,300",2,No
4557332618,Private,103,14,unknown,"$6,300",9,No
4557576229,Private,78,7,Minivan,"$12,770",5,No
4558922632,Private,102,3,unknown,"$7,750",5,No
4559595106,Private,63,18,Minivan,"$27,120",5,No
4560545361,Private,70,11,unknown,"$10,270",7,No
4560818201,Commercial,65,17,Minivan,"$19,040",4,No
4561431387,Private,66,,Minivan,"$16,800",4,No
4561788180,Private,91,3,Van,"$17,810",3,No
4562421745,Private,100,13,Minivan,"$6,300",2,Yes
4563785259,Private,58,3,Sports Car,"$7,140",0,No
4564528617,Private,79,3,Minivan,"$5,480",5,No
4565285477,Commercial,85,3,unknown,"$5,280",4,No
4566076944,Private,119,12,Sports Car,"$7,500",2,No
4567088278,Commercial,101,8,unknown,"$8,390",2,No
4567521376,Commercial,75,3,Pickup,"$8,150",2,No
4567783810,Commercial,64,16,Panel Truck,"$25,740",0,No
456865537,Private,69,3,Pickup,"$11,220",3,No
4569048722,Private,79,10,unknown,"$5,100",3,No
4569474621,Private,92,10,Minivan,"$14,690",2,No
4570145560,Commercial,56,16,Van,"$20,300",0,No
4570703983,Private,88,12,Minivan,"$14,510",2,No
4572983471,Commercial,75,3,Van,"$16,410",2,No
4574715215,Private,75,,unknown,"$6,800",2,Yes
4575057692,Private,50,11,Van,"$20,010",2,No
4576111987,Private,70,3,unknown,"$1,500",4,No
4577232571,Private,111,7,Minivan,"$20,370",7,No
4579074109,Commercial,55,11,Van,"$44,270",6,No
4580275849,Private,52,19,Pickup,"$20,320",2,Yes
4580533646,Private,65,3,Sports Car,"$8,150",7,No
4583119682,Private,93,3,Sports Car,"$10,080",2,Yes
4583549759,Commercial,86,16,Van,"$22,010",2,No
4583773846,Private,87,15,Pickup,"$6,100",0,No
4585184910,Commercial,92,14,Pickup,"$5,600",0,No
4585423743,Private,70,15,Minivan,"$20,910",1,No
4586943438,Private,92,10,unknown,"$7,390",4,No
4587666127,Commercial,70,3,unknown,"$14,880",0,No
4587747893,Private,74,3,Sports Car,"$6,450",0,No
4588585230,Commercial,55,3,Minivan,"$12,440",2,Yes
4588830292,Commercial,84,12,Panel Truck,"$34,680",5,No
4589047227,Private,82,21,unknown,"$15,280",8,No
4589063101,Private,75,17,Minivan,"$24,350",0,No
4589072212,Commercial,54,3,Panel Truck,"$26,940",4,No
4590582733,Private,75,,Minivan,"$4,200",4,No
4593508727,Commercial,73,3,Minivan,"$12,860",5,Yes
4596189299,Private,86,27,unknown,"$18,430",3,No
4596525975,Commercial,63,3,Pickup,"$8,870",6,No
4596928920,Private,85,3,Sports Car,"$6,220",3,No
4597808042,Private,50,,Minivan,"$5,860",2,No
4597965213,Commercial,81,10,Sports Car,"$13,930",3,No
4600009133,Commercial,58,,Van,"$18,230",4,No
4600364560,Private,62,9,Pickup,"$9,860",2,No
4600691047,Private,69,9,Minivan,"$9,430",2,No
4600969423,Private,62,9,Sports Car,"$5,800",3,No
4602977700,Commercial,77,8,Panel Truck,"$22,690",7,No
4603599662,Private,57,8,Sports Car,"$13,030",0,No
4604301980,Private,61,7,unknown,"$12,710",0,No
4605228068,Commercial,83,11,Pickup,"$20,570",4,No
4606067568,Private,73,8,Minivan,"$15,600",3,Yes
4607137677,Private,71,3,unknown,"$13,150",0,No
4608119367,Private,98,19,Minivan,"$25,360",5,Yes
4608324920,Commercial,79,,Panel Truck,"$23,140",7,Yes
4608965550,Commercial,87,14,Panel Truck,"$25,660",2,No
460936513,Commercial,92,3,unknown,"$5,340",5,No
4609679834,Commercial,75,10,Minivan,"$2,670",0,Yes
4611816110,Private,80,3,Pickup,"$7,470",2,No
4612891352,Private,70,12,Sports Car,"$8,230",3,Yes
4614411251,Private,97,20,unknown,"$20,840",2,No
4615342184,Commercial,78,21,Pickup,"$6,700",5,No
4616408695,Private,66,10,Sports Car,"$5,400",2,No
4617094593,Commercial,111,15,Sports Car,"$6,000",2,Yes
4617177789,Private,68,8,unknown,"$10,240",11,Yes
4617338068,Commercial,108,15,Minivan,"$10,510",6,No
4618235891,Commercial,70,,unknown,"$14,360",2,No
4618994286,Private,75,12,Minivan,"$30,660",2,No
4619561333,Private,70,17,Van,"$16,640",4,No
4619683324,Private,96,3,unknown,"$11,010",2,No
4619872293,Private,81,16,Minivan,"$13,270",0,No
4620396580,Private,94,3,unknown,"$29,350",0,No
4622284253,Commercial,60,7,unknown,"$8,260",1,No
4623752493,Private,58,3,Sports Car,"$1,500",2,No
4625396903,Private,99,13,Sports Car,"$15,490",2,No
4626691724,Commercial,63,13,Panel Truck,"$22,900",2,No
4629133417,Private,94,7,unknown,"$3,790",10,No
4630148197,Private,78,3,Pickup,"$9,850",1,No
4630422658,Private,86,,Pickup,"$11,250",2,No
4630744643,Commercial,110,10,Minivan,"$15,630",0,No
4630776354,Private,72,3,unknown,"$13,180",4,No
4631329171,Private,93,3,Sports Car,"$7,640",6,No
4631727530,Private,101,12,Minivan,"$10,550",2,No
4631817181,Private,109,15,unknown,"$19,450",0,Yes
4632441948,Private,87,,unknown,"$5,890",2,Yes
4632453894,Private,53,15,Pickup,"$29,170",0,No
4632820193,Private,70,3,unknown,"$5,600",7,No
4633357935,Private,62,20,unknown,"$10,660",4,No
4634261228,Commercial,89,3,unknown,"$10,680",3,No
4634637213,Private,56,9,unknown,"$7,570",0,No
4635669207,Private,66,16,unknown,"$13,280",6,No
4636646073,Private,65,16,Sports Car,"$49,940",5,No
4637370963,Private,76,3,Pickup,"$16,080",1,No
4637948557,Private,57,22,Van,"$40,260",0,No
4638365532,Private,68,3,unknown,"$25,140",2,Yes
4638785349,Private,80,11,Pickup,"$11,350",2,No
4638963397,Private,94,13,Minivan,"$14,300",2,Yes
4639764467,Private,68,3,Van,"$16,400",1,No
4640321940,Private,88,15,unknown,"$10,590",2,No
464114429,Private,76,20,Pickup,"$20,580",2,No
4641271365,Private,86,10,Minivan,"$1,730",3,Yes
464224054,Private,117,,unknown,"$6,630",2,No
4642802798,Private,63,3,Pickup,"$4,600",3,No
4643687206,Commercial,81,3,Pickup,"$10,470",0,No
4644139465,Commercial,72,12,Pickup,"$6,750",3,No
4644575203,Private,87,12,Van,"$18,150",3,No
4645096091,Private,80,3,Minivan,"$7,140",0,No
4645954897,Private,77,9,Minivan,"$14,350",7,No
4649308243,Private,92,14,Minivan,"$11,980",0,No
4649784480,Private,62,10,unknown,"$13,490",3,No
4650238127,Commercial,79,3,Panel Truck,"$26,550",6,No
4650654281,Commercial,72,9,Van,"$18,540",0,Yes
465128647,Commercial,87,11,Pickup,"$6,500",6,Yes
4651716711,Commercial,91,7,Pickup,"$7,000",1,Yes
4652106495,Commercial,74,3,Pickup,"$16,200",3,No
4652986003,Private,90,12,Minivan,"$12,310",4,Yes
4653201967,Private,84,13,Sports Car,"$23,740",6,No
4656130111,Commercial,65,19,Panel Truck,"$24,750",0,No
4657913712,Private,80,3,unknown,"$11,830",1,No
4658713467,Private,95,15,unknown,"$8,650",3,Yes
4659093614,Commercial,79,19,Van,"$20,520",4,No
4659198704,Commercial,79,15,Minivan,"$17,820",8,No
4669547731,Private,82,20,Van,"$16,840",2,No
4669827386,Private,70,15,Van,"$19,230",2,No
4670282263,Private,78,3,unknown,"$17,970",2,No
4670789261,Commercial,100,14,Pickup,"$18,730",10,Yes
4673929212,Commercial,72,3,Pickup,"$17,840",3,No
4673930389,Commercial,96,3,Van,"$18,050",3,No
4674532533,Private,73,11,Van,"$18,490",2,No
4675249902,Private,102,12,Minivan,"$16,440",1,No
4675322290,Commercial,72,3,Minivan,"$9,730",3,No
4676015225,Commercial,62,8,Minivan,"$28,350",0,No
4677660803,Private,66,9,unknown,"$7,150",0,No
4678416004,Commercial,72,3,Van,"$18,660",7,Yes
4678813283,Commercial,77,13,Panel Truck,"$24,900",0,No
467898225,Private,79,13,Minivan,"$17,420",0,Yes
4680076766,Commercial,80,11,Van,"$20,950",5,No
4680374978,Private,61,3,Minivan,"$36,330",3,No
4680889715,Private,67,3,unknown,"$26,900",3,No
4681344055,Private,86,3,unknown,"$9,830",2,No
4681784577,Private,86,17,Sports Car,"$11,500",0,Yes
4682475302,Commercial,71,8,Van,"$17,350",3,No
4684843336,Private,63,15,Minivan,"$19,590",3,No
4685314146,Private,61,3,Minivan,"$16,710",2,No
4686139788,Commercial,103,13,unknown,"$11,630",8,No
4687127082,Private,70,16,Minivan,"$18,090",2,No
4687142900,Commercial,62,3,unknown,"$24,350",4,No
4687856854,Private,116,8,unknown,"$32,210",0,No
4688686821,Commercial,95,11,Pickup,"$6,580",3,No
4688929825,Commercial,75,11,Van,"$18,330",0,No
4688995300,Private,54,7,unknown,"$18,500",2,No
4689196547,Private,82,19,unknown,"$18,490",4,No
4690740052,Commercial,97,10,Panel Truck,"$27,660",0,No
4691055844,Private,50,18,Minivan,"$12,500",3,No
4691814837,Commercial,93,3,Pickup,"$7,810",1,No
4692420981,Commercial,78,5,Minivan,"$13,470",2,No
4693694472,Commercial,116,,Van,"$22,490",2,No
4695893819,Private,60,6,Minivan,"$21,430",0,No
4696067459,Private,125,3,Pickup,"$24,910",2,No
4696214509,Private,82,8,Minivan,"$13,020",5,No
4697318342,Private,64,15,Minivan,"$26,070",0,No
4699643486,Private,66,9,Sports Car,"$6,550",0,No
4699702429,Private,62,19,Minivan,"$27,630",3,No
4700626920,Private,63,14,Minivan,"$20,180",2,Yes
4703228218,Private,66,13,Pickup,"$7,400",4,No
4703986292,Commercial,75,10,Minivan,"$2,340",10,No
4704392033,Private,96,3,Sports Car,"$6,530",5,No
4705529324,Private,94,16,Minivan,"$15,470",5,No
4705753987,Commercial,86,15,Pickup,"$9,500",3,No
4706179441,Private,82,8,unknown,"$6,240",2,No
4706502321,Private,75,9,Minivan,"$12,460",0,No
4707432668,Private,67,7,unknown,"$1,500",2,No
4708073915,Private,87,13,Minivan,"$8,750",8,No
4710134486,Private,50,17,unknown,"$21,620",4,No
4710509342,Private,110,3,Pickup,"$9,180",3,No
4712138623,Private,82,3,unknown,"$10,600",2,No
4713998289,Private,62,3,Pickup,"$10,790",9,No
4715489157,Private,66,21,Pickup,"$23,140",0,No
